# vehicle id = 4
# random fix= 0.46365358
# model label  = ACC1
# model category = TIME_CONTINUOUS_MODEL
# model name = Adaptive-Cruise-Control-Model (short name: ACC)
# physical vehicle length (in m) = 6.00
# position x is defined by vehicle front (on the given road segment)
# origin roadsegment id= 1, exit roadsegment id= -1 (not set=-1)
# Route [roadSegments=[RoadSegment [id=2, userId=2, roadLength=2000.0, laneCount=1], RoadSegment [id=3, userId=3, roadLength=500.0, laneCount=2], RoadSegment [id=4, userId=4, roadLength=2500.0, laneCount=1]], name=main, length=5000.0]
#     t[s],    roadId,      lane,      x[m], totalX[m],    v[m/s],  a[m/s^2],aModel[m/s^2], gap[m],   dv[m/s],distToTL[m],fuelFlow[ml/s],frontVehID,slope[rad]
     67.00,         2,         0,       7.1,    862.61,    17.309,  -0.00000,  -0.00000,   299.218,  -4.67760,     -1.00,  0.973097,         3, 0.00000
     67.20,         2,         0,      10.5,    866.07,    17.309,  -0.00000,  -0.00000,   300.153,  -4.67760,     -1.00,  0.973097,         3, 0.00000
     67.40,         2,         0,      14.0,    869.53,    17.309,  -0.00000,  -0.00000,   301.089,  -4.67760,     -1.00,  0.973097,         3, 0.00000
     67.60,         2,         0,      17.5,    872.99,    17.309,  -0.00000,  -0.00000,   302.024,  -4.67760,     -1.00,  0.973097,         3, 0.00000
     67.80,         2,         0,      20.9,    876.45,    17.309,  -0.00000,  -0.00000,   302.960,  -4.67760,     -1.00,  0.973097,         3, 0.00000
     68.00,         2,         0,      24.4,    879.91,    17.309,  -0.00000,  -0.00000,   303.895,  -4.67760,     -1.00,  0.973097,         3, 0.00000
     68.20,         2,         0,      27.8,    883.38,    17.309,  -0.00000,  -0.00000,   304.831,  -4.67760,     -1.00,  0.973098,         3, 0.00000
     68.40,         2,         0,      31.3,    886.84,    17.309,  -0.00000,  -0.00000,   305.766,  -4.67760,     -1.00,  0.973098,         3, 0.00000
     68.60,         2,         0,      34.8,    890.30,    17.309,  -0.00000,  -0.00000,   306.702,  -4.67760,     -1.00,  0.973098,         3, 0.00000
     68.80,         2,         0,      38.2,    893.76,    17.309,  -0.00000,  -0.00000,   307.637,  -4.67760,     -1.00,  0.973098,         3, 0.00000
     69.00,         2,         0,      41.7,    897.22,    17.309,  -0.00000,  -0.00000,   308.573,  -4.67760,     -1.00,  0.973098,         3, 0.00000
     69.20,         2,         0,      45.2,    900.68,    17.309,  -0.00000,  -0.00000,   309.508,  -4.67760,     -1.00,  0.973098,         3, 0.00000
     69.40,         2,         0,      48.6,    904.15,    17.309,  -0.00000,  -0.00000,   310.444,  -4.67760,     -1.00,  0.973098,         3, 0.00000
     69.60,         2,         0,      52.1,    907.61,    17.309,  -0.00000,  -0.00000,   311.379,  -4.67760,     -1.00,  0.973098,         3, 0.00000
     69.80,         2,         0,      55.5,    911.07,    17.309,  -0.00000,  -0.00000,   312.315,  -4.67760,     -1.00,  0.973098,         3, 0.00000
     70.00,         2,         0,      59.0,    914.53,    17.309,  -0.00000,  -0.00000,   313.250,  -4.67760,     -1.00,  0.973098,         3, 0.00000
     70.20,         2,         0,      62.5,    917.99,    17.309,  -0.00000,  -0.00000,   314.186,  -4.67760,     -1.00,  0.973098,         3, 0.00000
     70.40,         2,         0,      65.9,    921.46,    17.309,  -0.00000,  -0.00000,   315.121,  -4.67760,     -1.00,  0.973098,         3, 0.00000
     70.60,         2,         0,      69.4,    924.92,    17.309,  -0.00000,  -0.00000,   316.057,  -4.67760,     -1.00,  0.973098,         3, 0.00000
     70.80,         2,         0,      72.8,    928.38,    17.309,  -0.00000,  -0.00000,   316.993,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     71.00,         2,         0,      76.3,    931.84,    17.309,  -0.00000,  -0.00000,   317.928,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     71.20,         2,         0,      79.8,    935.30,    17.309,  -0.00000,  -0.00000,   318.864,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     71.40,         2,         0,      83.2,    938.76,    17.309,  -0.00000,  -0.00000,   319.799,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     71.60,         2,         0,      86.7,    942.23,    17.309,  -0.00000,  -0.00000,   320.735,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     71.80,         2,         0,      90.2,    945.69,    17.309,  -0.00000,  -0.00000,   321.670,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     72.00,         2,         0,      93.6,    949.15,    17.309,  -0.00000,  -0.00000,   322.606,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     72.20,         2,         0,      97.1,    952.61,    17.309,  -0.00000,  -0.00000,   323.541,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     72.40,         2,         0,     100.5,    956.07,    17.309,  -0.00000,  -0.00000,   324.477,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     72.60,         2,         0,     104.0,    959.54,    17.309,  -0.00000,  -0.00000,   325.412,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     72.80,         2,         0,     107.5,    963.00,    17.309,  -0.00000,  -0.00000,   326.348,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     73.00,         2,         0,     110.9,    966.46,    17.309,  -0.00000,  -0.00000,   327.283,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     73.20,         2,         0,     114.4,    969.92,    17.309,  -0.00000,  -0.00000,   328.219,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     73.40,         2,         0,     117.8,    973.38,    17.309,  -0.00000,  -0.00000,   329.154,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     73.60,         2,         0,     121.3,    976.84,    17.309,  -0.00000,  -0.00000,   330.090,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     73.80,         2,         0,     124.8,    980.31,    17.309,  -0.00000,  -0.00000,   331.025,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     74.00,         2,         0,     128.2,    983.77,    17.309,  -0.00000,  -0.00000,   331.961,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     74.20,         2,         0,     131.7,    987.23,    17.309,  -0.00000,  -0.00000,   332.896,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     74.40,         2,         0,     135.2,    990.69,    17.309,  -0.00000,  -0.00000,   333.832,  -4.67761,     -1.00,  0.973098,         3, 0.00000
     74.60,         2,         0,     138.6,    994.15,    17.309,  -0.00000,  -0.00000,   334.767,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     74.80,         2,         0,     142.1,    997.62,    17.309,  -0.00000,  -0.00000,   335.703,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     75.00,         2,         0,     145.5,   1001.08,    17.309,  -0.00000,  -0.00000,   336.638,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     75.20,         2,         0,     149.0,   1004.54,    17.309,  -0.00000,  -0.00000,   337.574,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     75.40,         2,         0,     152.5,   1008.00,    17.309,  -0.00000,  -0.00000,   338.510,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     75.60,         2,         0,     155.9,   1011.46,    17.309,  -0.00000,  -0.00000,   339.445,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     75.80,         2,         0,     159.4,   1014.92,    17.309,  -0.00000,  -0.00000,   340.381,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     76.00,         2,         0,     162.9,   1018.39,    17.309,  -0.00000,  -0.00000,   341.316,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     76.20,         2,         0,     166.3,   1021.85,    17.309,  -0.00000,  -0.00000,   342.252,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     76.40,         2,         0,     169.8,   1025.31,    17.309,  -0.00000,  -0.00000,   343.187,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     76.60,         2,         0,     173.2,   1028.77,    17.309,  -0.00000,  -0.00000,   344.123,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     76.80,         2,         0,     176.7,   1032.23,    17.309,  -0.00000,  -0.00000,   345.058,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     77.00,         2,         0,     180.2,   1035.69,    17.309,  -0.00000,  -0.00000,   345.994,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     77.20,         2,         0,     183.6,   1039.16,    17.309,  -0.00000,  -0.00000,   346.929,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     77.40,         2,         0,     187.1,   1042.62,    17.309,  -0.00000,  -0.00000,   347.865,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     77.60,         2,         0,     190.5,   1046.08,    17.309,  -0.00000,  -0.00000,   348.800,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     77.80,         2,         0,     194.0,   1049.54,    17.309,  -0.00000,  -0.00000,   349.736,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     78.00,         2,         0,     197.5,   1053.00,    17.309,  -0.00000,  -0.00000,   350.671,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     78.20,         2,         0,     200.9,   1056.47,    17.309,  -0.00000,  -0.00000,   351.607,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     78.40,         2,         0,     204.4,   1059.93,    17.309,  -0.00000,  -0.00000,   352.542,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     78.60,         2,         0,     207.9,   1063.39,    17.309,  -0.00000,  -0.00000,   353.478,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     78.80,         2,         0,     211.3,   1066.85,    17.309,  -0.00000,  -0.00000,   354.413,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     79.00,         2,         0,     214.8,   1070.31,    17.309,  -0.00000,  -0.00000,   355.349,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     79.20,         2,         0,     218.2,   1073.77,    17.309,  -0.00000,  -0.00000,   356.284,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     79.40,         2,         0,     221.7,   1077.24,    17.309,  -0.00000,  -0.00000,   357.220,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     79.60,         2,         0,     225.2,   1080.70,    17.309,  -0.00000,  -0.00000,   358.155,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     79.80,         2,         0,     228.6,   1084.16,    17.309,  -0.00000,  -0.00000,   359.091,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     80.00,         2,         0,     232.1,   1087.62,    17.309,  -0.00000,  -0.00000,   360.027,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     80.20,         2,         0,     235.6,   1091.08,    17.309,  -0.00000,  -0.00000,   360.962,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     80.40,         2,         0,     239.0,   1094.55,    17.309,  -0.00000,  -0.00000,   361.898,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     80.60,         2,         0,     242.5,   1098.01,    17.309,  -0.00000,  -0.00000,   362.833,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     80.80,         2,         0,     245.9,   1101.47,    17.309,  -0.00000,  -0.00000,   363.769,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     81.00,         2,         0,     249.4,   1104.93,    17.309,  -0.00000,  -0.00000,   364.704,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     81.20,         2,         0,     252.9,   1108.39,    17.309,  -0.00000,  -0.00000,   365.640,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     81.40,         2,         0,     256.3,   1111.85,    17.309,  -0.00000,  -0.00000,   366.575,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     81.60,         2,         0,     259.8,   1115.32,    17.309,  -0.00000,  -0.00000,   367.511,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     81.80,         2,         0,     263.2,   1118.78,    17.309,  -0.00000,  -0.00000,   368.446,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     82.00,         2,         0,     266.7,   1122.24,    17.309,  -0.00000,  -0.00000,   369.382,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     82.20,         2,         0,     270.2,   1125.70,    17.309,  -0.00000,  -0.00000,   370.317,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     82.40,         2,         0,     273.6,   1129.16,    17.309,  -0.00000,  -0.00000,   371.253,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     82.60,         2,         0,     277.1,   1132.63,    17.309,  -0.00000,  -0.00000,   372.188,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     82.80,         2,         0,     280.6,   1136.09,    17.309,  -0.00000,  -0.00000,   373.124,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     83.00,         2,         0,     284.0,   1139.55,    17.309,  -0.00000,  -0.00000,   374.059,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     83.20,         2,         0,     287.5,   1143.01,    17.309,  -0.00000,  -0.00000,   374.995,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     83.40,         2,         0,     290.9,   1146.47,    17.309,  -0.00000,  -0.00000,   375.930,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     83.60,         2,         0,     294.4,   1149.93,    17.309,  -0.00000,  -0.00000,   376.866,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     83.80,         2,         0,     297.9,   1153.40,    17.309,  -0.00000,  -0.00000,   377.801,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     84.00,         2,         0,     301.3,   1156.86,    17.309,  -0.00000,  -0.00000,   378.737,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     84.20,         2,         0,     304.8,   1160.32,    17.309,  -0.00000,  -0.00000,   379.672,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     84.40,         2,         0,     308.2,   1163.78,    17.309,  -0.00000,  -0.00000,   380.608,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     84.60,         2,         0,     311.7,   1167.24,    17.309,  -0.00000,  -0.00000,   381.544,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     84.80,         2,         0,     315.2,   1170.70,    17.309,  -0.00000,  -0.00000,   382.479,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     85.00,         2,         0,     318.6,   1174.17,    17.309,  -0.00000,  -0.00000,   383.415,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     85.20,         2,         0,     322.1,   1177.63,    17.309,  -0.00000,  -0.00000,   384.350,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     85.40,         2,         0,     325.6,   1181.09,    17.309,  -0.00000,  -0.00000,   385.286,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     85.60,         2,         0,     329.0,   1184.55,    17.309,  -0.00000,  -0.00000,   386.221,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     85.80,         2,         0,     332.5,   1188.01,    17.309,  -0.00000,  -0.00000,   387.157,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     86.00,         2,         0,     335.9,   1191.48,    17.309,  -0.00000,  -0.00000,   388.092,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     86.20,         2,         0,     339.4,   1194.94,    17.309,  -0.00000,  -0.00000,   389.028,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     86.40,         2,         0,     342.9,   1198.40,    17.309,  -0.00000,  -0.00000,   389.963,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     86.60,         2,         0,     346.3,   1201.86,    17.309,  -0.00000,  -0.00000,   390.899,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     86.80,         2,         0,     349.8,   1205.32,    17.309,  -0.00000,  -0.00000,   391.834,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     87.00,         2,         0,     353.3,   1208.78,    17.309,  -0.00000,  -0.00000,   392.770,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     87.20,         2,         0,     356.7,   1212.25,    17.309,  -0.00000,  -0.00000,   393.705,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     87.40,         2,         0,     360.2,   1215.71,    17.309,  -0.00000,  -0.00000,   394.641,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     87.60,         2,         0,     363.6,   1219.17,    17.309,  -0.00000,  -0.00000,   395.576,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     87.80,         2,         0,     367.1,   1222.63,    17.309,  -0.00000,  -0.00000,   396.512,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     88.00,         2,         0,     370.6,   1226.09,    17.309,  -0.00000,  -0.00000,   397.447,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     88.20,         2,         0,     374.0,   1229.56,    17.309,  -0.00000,  -0.00000,   398.383,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     88.40,         2,         0,     377.5,   1233.02,    17.309,  -0.00000,  -0.00000,   399.318,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     88.60,         2,         0,     380.9,   1236.48,    17.309,  -0.00000,  -0.00000,   400.254,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     88.80,         2,         0,     384.4,   1239.94,    17.309,  -0.00000,  -0.00000,   401.190,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     89.00,         2,         0,     387.9,   1243.40,    17.309,  -0.00000,  -0.00000,   402.125,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     89.20,         2,         0,     391.3,   1246.86,    17.309,  -0.00000,  -0.00000,   403.061,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     89.40,         2,         0,     394.8,   1250.33,    17.309,  -0.00000,  -0.00000,   403.996,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     89.60,         2,         0,     398.3,   1253.79,    17.309,  -0.00000,  -0.00000,   404.932,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     89.80,         2,         0,     401.7,   1257.25,    17.309,  -0.00000,  -0.00000,   405.867,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     90.00,         2,         0,     405.2,   1260.71,    17.309,  -0.00000,  -0.00000,   406.803,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     90.20,         2,         0,     408.6,   1264.17,    17.309,  -0.00000,  -0.00000,   407.738,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     90.40,         2,         0,     412.1,   1267.64,    17.309,  -0.00000,  -0.00000,   408.674,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     90.60,         2,         0,     415.6,   1271.10,    17.309,  -0.00000,  -0.00000,   409.609,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     90.80,         2,         0,     419.0,   1274.56,    17.309,  -0.00000,  -0.00000,   410.545,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     91.00,         2,         0,     422.5,   1278.02,    17.309,  -0.00000,  -0.00000,   411.480,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     91.20,         2,         0,     425.9,   1281.48,    17.309,  -0.00000,  -0.00000,   412.416,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     91.40,         2,         0,     429.4,   1284.94,    17.309,  -0.00000,  -0.00000,   413.351,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     91.60,         2,         0,     432.9,   1288.41,    17.309,  -0.00000,  -0.00000,   414.287,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     91.80,         2,         0,     436.3,   1291.87,    17.309,  -0.00000,  -0.00000,   415.222,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     92.00,         2,         0,     439.8,   1295.33,    17.309,  -0.00000,  -0.00000,   416.158,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     92.20,         2,         0,     443.3,   1298.79,    17.309,  -0.00000,  -0.00000,   417.093,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     92.40,         2,         0,     446.7,   1302.25,    17.309,  -0.00000,  -0.00000,   418.029,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     92.60,         2,         0,     450.2,   1305.71,    17.309,  -0.00000,  -0.00000,   418.964,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     92.80,         2,         0,     453.6,   1309.18,    17.309,  -0.00000,  -0.00000,   419.900,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     93.00,         2,         0,     457.1,   1312.64,    17.309,  -0.00000,  -0.00000,   420.835,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     93.20,         2,         0,     460.6,   1316.10,    17.309,  -0.00000,  -0.00000,   421.771,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     93.40,         2,         0,     464.0,   1319.56,    17.309,  -0.00000,  -0.00000,   422.707,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     93.60,         2,         0,     467.5,   1323.02,    17.309,  -0.00000,  -0.00000,   423.642,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     93.80,         2,         0,     471.0,   1326.49,    17.309,  -0.00000,  -0.00000,   424.578,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     94.00,         2,         0,     474.4,   1329.95,    17.309,  -0.00000,  -0.00000,   425.513,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     94.20,         2,         0,     477.9,   1333.41,    17.309,  -0.00000,  -0.00000,   426.449,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     94.40,         2,         0,     481.3,   1336.87,    17.309,  -0.00000,  -0.00000,   427.384,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     94.60,         2,         0,     484.8,   1340.33,    17.309,  -0.00000,  -0.00000,   428.320,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     94.80,         2,         0,     488.3,   1343.79,    17.309,  -0.00000,  -0.00000,   429.255,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     95.00,         2,         0,     491.7,   1347.26,    17.309,  -0.00000,  -0.00000,   430.191,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     95.20,         2,         0,     495.2,   1350.72,    17.309,  -0.00000,  -0.00000,   431.126,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     95.40,         2,         0,     498.6,   1354.18,    17.309,  -0.00000,  -0.00000,   432.062,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     95.60,         2,         0,     502.1,   1357.64,    17.309,  -0.00000,  -0.00000,   432.997,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     95.80,         2,         0,     505.6,   1361.10,    17.309,  -0.00000,  -0.00000,   433.933,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     96.00,         2,         0,     509.0,   1364.57,    17.309,  -0.00000,  -0.00000,   434.868,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     96.20,         2,         0,     512.5,   1368.03,    17.309,  -0.00000,  -0.00000,   435.804,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     96.40,         2,         0,     516.0,   1371.49,    17.309,  -0.00000,  -0.00000,   436.739,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     96.60,         2,         0,     519.4,   1374.95,    17.309,  -0.00000,  -0.00000,   437.675,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     96.80,         2,         0,     522.9,   1378.41,    17.309,  -0.00000,  -0.00000,   438.610,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     97.00,         2,         0,     526.3,   1381.87,    17.309,  -0.00000,  -0.00000,   439.546,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     97.20,         2,         0,     529.8,   1385.34,    17.309,  -0.00000,  -0.00000,   440.481,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     97.40,         2,         0,     533.3,   1388.80,    17.309,  -0.00000,  -0.00000,   441.417,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     97.60,         2,         0,     536.7,   1392.26,    17.309,  -0.00000,  -0.00000,   442.352,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     97.80,         2,         0,     540.2,   1395.72,    17.309,  -0.00000,  -0.00000,   443.288,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     98.00,         2,         0,     543.6,   1399.18,    17.309,  -0.00000,  -0.00000,   444.224,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     98.20,         2,         0,     547.1,   1402.65,    17.309,  -0.00000,  -0.00000,   445.159,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     98.40,         2,         0,     550.6,   1406.11,    17.309,  -0.00000,  -0.00000,   446.095,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     98.60,         2,         0,     554.0,   1409.57,    17.309,  -0.00000,  -0.00000,   447.030,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     98.80,         2,         0,     557.5,   1413.03,    17.309,  -0.00000,  -0.00000,   447.966,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     99.00,         2,         0,     561.0,   1416.49,    17.309,  -0.00000,  -0.00000,   448.901,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     99.20,         2,         0,     564.4,   1419.95,    17.309,  -0.00000,  -0.00000,   449.837,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     99.40,         2,         0,     567.9,   1423.42,    17.309,  -0.00000,  -0.00000,   450.772,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     99.60,         2,         0,     571.3,   1426.88,    17.309,  -0.00000,  -0.00000,   451.708,  -4.67761,     -1.00,  0.973099,         3, 0.00000
     99.80,         2,         0,     574.8,   1430.34,    17.309,  -0.00000,  -0.00000,   452.643,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    100.00,         2,         0,     578.3,   1433.80,    17.309,  -0.00000,  -0.00000,   453.579,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    100.20,         2,         0,     581.7,   1437.26,    17.309,  -0.00000,  -0.00000,   454.514,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    100.40,         2,         0,     585.2,   1440.73,    17.309,  -0.00000,  -0.00000,   455.450,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    100.60,         2,         0,     588.7,   1444.19,    17.309,  -0.00000,  -0.00000,   456.385,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    100.80,         2,         0,     592.1,   1447.65,    17.309,  -0.00000,  -0.00000,   457.321,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    101.00,         2,         0,     595.6,   1451.11,    17.309,  -0.00000,  -0.00000,   458.256,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    101.20,         2,         0,     599.0,   1454.57,    17.309,  -0.00000,  -0.00000,   459.192,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    101.40,         2,         0,     602.5,   1458.03,    17.309,  -0.00000,  -0.00000,   460.127,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    101.60,         2,         0,     606.0,   1461.50,    17.309,  -0.00000,  -0.00000,   461.063,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    101.80,         2,         0,     609.4,   1464.96,    17.309,  -0.00000,  -0.00000,   461.998,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    102.00,         2,         0,     612.9,   1468.42,    17.309,  -0.00000,  -0.00000,   462.934,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    102.20,         2,         0,     616.3,   1471.88,    17.309,  -0.00000,  -0.00000,   463.869,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    102.40,         2,         0,     619.8,   1475.34,    17.309,  -0.00000,  -0.00000,   464.805,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    102.60,         2,         0,     623.3,   1478.80,    17.309,  -0.00000,  -0.00000,   465.741,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    102.80,         2,         0,     626.7,   1482.27,    17.309,  -0.00000,  -0.00000,   466.676,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    103.00,         2,         0,     630.2,   1485.73,    17.309,  -0.00000,  -0.00000,   467.612,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    103.20,         2,         0,     633.7,   1489.19,    17.309,  -0.00000,  -0.00000,   468.547,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    103.40,         2,         0,     637.1,   1492.65,    17.309,  -0.00000,  -0.00000,   469.483,  -4.67761,     -1.00,  0.973099,         3, 0.00000
    103.60,         2,         0,     640.6,   1496.11,    17.309,  -0.00000,  -0.00000,   470.418,  -4.67761,     -1.00,  0.973099,         3, 0.00000
