# vehicle id = 3
# random fix= 0.90337226
# model label  = ACC1
# model category = TIME_CONTINUOUS_MODEL
# model name = Adaptive-Cruise-Control-Model (short name: ACC)
# physical vehicle length (in m) = 6.00
# position x is defined by vehicle front (on the given road segment)
# origin roadsegment id= 1, exit roadsegment id= -1 (not set=-1)
# Route [roadSegments=[RoadSegment [id=2, userId=2, roadLength=2000.0, laneCount=1], RoadSegment [id=3, userId=3, roadLength=500.0, laneCount=2], RoadSegment [id=4, userId=4, roadLength=2500.0, laneCount=1]], name=main, length=5000.0]
#     t[s],    roadId,      lane,      x[m], totalX[m],    v[m/s],  a[m/s^2],aModel[m/s^2], gap[m],   dv[m/s],distToTL[m],fuelFlow[ml/s],frontVehID,slope[rad]
    129.40,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    129.60,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    129.80,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    130.00,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    130.20,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    130.40,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    130.60,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    130.80,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    131.00,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    131.20,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    131.40,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    131.60,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    131.80,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    132.00,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    132.20,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    132.40,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    132.60,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    132.80,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    133.00,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    133.20,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    133.40,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    133.60,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    133.80,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    134.00,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    134.20,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    134.40,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    134.60,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    134.80,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    135.00,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    135.20,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    135.40,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    135.60,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    135.80,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    136.00,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    136.20,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    136.40,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    136.60,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    136.80,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    137.00,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    137.20,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    137.40,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    137.60,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    137.80,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    138.00,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    138.20,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    138.40,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    138.60,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    138.80,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    139.00,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    139.20,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    139.40,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    139.60,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    139.80,         2,         0,    1490.2,   2381.98,     0.000,   0.00000,  -0.11526,     1.910,   0.00000,     -1.00,  0.222222,         2, 0.00000
    140.00,         2,         0,    1490.2,   2381.98,     0.009,   0.04635,   0.04635,     1.933,  -0.23073,     -1.00,  0.222453,         2, 0.00000
    140.20,         2,         0,    1490.2,   2381.98,     0.021,   0.05827,   0.05827,     2.002,  -0.45907,     -1.00,  0.222775,         2, 0.00000
    140.40,         2,         0,    1490.2,   2381.99,     0.043,   0.10913,   0.10913,     2.116,  -0.67724,     -1.00,  0.223627,         2, 0.00000
    140.60,         2,         0,    1490.2,   2382.00,     0.080,   0.18587,   0.18587,     2.272,  -0.88007,     -1.00,  0.225610,         2, 0.00000
    140.80,         2,         0,    1490.2,   2382.02,     0.135,   0.27618,   0.27618,     2.466,  -1.06483,     -1.00,  0.229409,         2, 0.00000
    141.00,         2,         0,    1490.3,   2382.06,     0.209,   0.37006,   0.37006,     2.696,  -1.23081,     -1.00,  0.235521,         2, 0.00000
    141.20,         2,         0,    1490.3,   2382.11,     0.301,   0.46065,   0.46065,     2.957,  -1.37867,     -1.00,  0.244079,         2, 0.00000
    141.40,         2,         0,    1490.4,   2382.18,     0.410,   0.54407,   0.54407,     3.246,  -1.50985,     -1.00,  0.254865,         2, 0.00000
    141.60,         2,         0,    1490.5,   2382.27,     0.534,   0.61864,   0.61864,     3.559,  -1.62610,     -1.00,  0.267495,         2, 0.00000
    141.80,         2,         0,    1490.6,   2382.39,     0.671,   0.68410,   0.68410,     3.895,  -1.72926,     -1.00,  0.281623,         2, 0.00000
    142.00,         2,         0,    1490.7,   2382.54,     0.819,   0.74098,   0.74098,     4.250,  -1.82103,     -1.00,  0.297062,         2, 0.00000
    142.20,         2,         0,    1490.9,   2382.72,     0.977,   0.79014,   0.79014,     4.622,  -1.90295,     -1.00,  0.313799,         2, 0.00000
    142.40,         2,         0,    1491.1,   2382.93,     1.143,   0.83255,   0.83255,     5.010,  -1.97636,     -1.00,  0.537575,         2, 0.00000
    142.60,         2,         0,    1491.4,   2383.18,     1.317,   0.86916,   0.86916,     5.412,  -2.04244,     -1.00,  0.563165,         2, 0.00000
    142.80,         2,         0,    1491.7,   2383.46,     1.497,   0.90082,   0.90082,     5.826,  -2.10214,     -1.00,  0.590606,         2, 0.00000
    143.00,         2,         0,    1492.0,   2383.78,     1.683,   0.92828,   0.92828,     6.252,  -2.15632,     -1.00,  0.619694,         2, 0.00000
    143.20,         2,         0,    1492.3,   2384.13,     1.873,   0.95219,   0.95219,     6.688,  -2.20566,     -1.00,  0.650234,         2, 0.00000
    143.40,         2,         0,    1492.7,   2384.53,     2.068,   0.97308,   0.97308,     7.134,  -2.25077,     -1.00,  0.692867,         2, 0.00000
    143.60,         2,         0,    1493.2,   2384.96,     2.266,   0.99140,   0.99140,     7.588,  -2.29214,     -1.00,  0.743360,         2, 0.00000
    143.80,         2,         0,    1493.6,   2385.44,     2.468,   1.00753,   1.00753,     8.051,  -2.33021,     -1.00,  0.795541,         2, 0.00000
    144.00,         2,         0,    1494.1,   2385.95,     2.672,   1.02179,   1.02179,     8.520,  -2.36532,     -1.00,  0.849342,         2, 0.00000
    144.20,         2,         0,    1494.7,   2386.50,     2.879,   1.03444,   1.03444,     8.996,  -2.39780,     -1.00,  0.904715,         2, 0.00000
    144.40,         2,         0,    1495.3,   2387.10,     3.088,   1.04569,   1.04569,     9.479,  -2.42789,     -1.00,  0.961633,         2, 0.00000
    144.60,         2,         0,    1495.9,   2387.74,     3.299,   1.05573,   1.05573,     9.967,  -2.45583,     -1.00,  0.895824,         2, 0.00000
    144.80,         2,         0,    1496.6,   2388.42,     3.512,   1.06471,   1.06471,    10.461,  -2.48180,     -1.00,  0.942830,         2, 0.00000
    145.00,         2,         0,    1497.3,   2389.15,     3.727,   1.07277,   1.07277,    10.960,  -2.50596,     -1.00,  0.990514,         2, 0.00000
    145.20,         2,         0,    1498.1,   2389.91,     3.943,   1.08000,   1.08000,    11.463,  -2.52847,     -1.00,  1.038844,         2, 0.00000
    145.40,         2,         0,    1498.9,   2390.72,     4.160,   1.08650,   1.08650,    11.971,  -2.54943,     -1.00,  1.087794,         2, 0.00000
    145.60,         2,         0,    1499.8,   2391.58,     4.379,   1.09234,   1.09234,    12.483,  -2.56896,     -1.00,  1.137343,         2, 0.00000
    145.80,         2,         0,    1500.7,   2392.47,     4.598,   1.09759,   1.09759,    12.999,  -2.58714,     -1.00,  1.187470,         2, 0.00000
    146.00,         2,         0,    1501.6,   2393.42,     4.819,   1.10231,   1.10231,    13.518,  -2.60404,     -1.00,  1.163328,         2, 0.00000
    146.20,         2,         0,    1502.6,   2394.40,     5.040,   1.10653,   1.10653,    14.040,  -2.61973,     -1.00,  1.208768,         2, 0.00000
    146.40,         2,         0,    1503.6,   2395.43,     5.262,   1.11030,   1.11030,    14.565,  -2.63426,     -1.00,  1.254490,         2, 0.00000
    146.60,         2,         0,    1504.7,   2396.51,     5.485,   1.11366,   1.11366,    15.094,  -2.64769,     -1.00,  1.300467,         2, 0.00000
    146.80,         2,         0,    1505.8,   2397.63,     5.708,   1.11661,   1.11661,    15.624,  -2.66004,     -1.00,  1.346673,         2, 0.00000
    147.00,         2,         0,    1507.0,   2398.79,     5.932,   1.11920,   1.11920,    16.158,  -2.67135,     -1.00,  1.393084,         2, 0.00000
    147.20,         2,         0,    1508.2,   2400.00,     6.156,   1.12144,   1.12144,    16.693,  -2.68165,     -1.00,  1.439676,         2, 0.00000
    147.40,         2,         0,    1509.5,   2401.25,     6.381,   1.12333,   1.12333,    17.230,  -2.69095,     -1.00,  1.486424,         2, 0.00000
    147.60,         2,         0,    1510.8,   2402.55,     6.606,   1.12490,   1.12490,    17.769,  -2.69927,     -1.00,  1.533302,         2, 0.00000
    147.80,         2,         0,    1512.1,   2403.89,     6.831,   1.12616,   1.12616,    18.310,  -2.70663,     -1.00,  1.580285,         2, 0.00000
    148.00,         2,         0,    1513.5,   2405.28,     7.057,   1.12710,   1.12710,    18.852,  -2.71303,     -1.00,  1.623960,         2, 0.00000
    148.20,         2,         0,    1514.9,   2406.72,     7.282,   1.12774,   1.12774,    19.395,  -2.71848,     -1.00,  1.666638,         2, 0.00000
    148.40,         2,         0,    1516.4,   2408.20,     7.508,   1.12807,   1.12807,    19.939,  -2.72298,     -1.00,  1.709321,         2, 0.00000
    148.60,         2,         0,    1517.9,   2409.72,     7.733,   1.12811,   1.12811,    20.484,  -2.72653,     -1.00,  1.751956,         2, 0.00000
    148.80,         2,         0,    1519.5,   2411.29,     7.959,   1.12785,   1.12785,    21.030,  -2.72913,     -1.00,  1.794495,         2, 0.00000
    149.00,         2,         0,    1521.1,   2412.90,     8.184,   1.12729,   1.12729,    21.576,  -2.73077,     -1.00,  1.836888,         2, 0.00000
    149.20,         2,         0,    1522.8,   2414.56,     8.410,   1.12642,   1.12642,    22.122,  -2.73146,     -1.00,  1.879087,         2, 0.00000
    149.40,         2,         0,    1524.5,   2416.27,     8.635,   1.12526,   1.12526,    22.668,  -2.73118,     -1.00,  1.921043,         2, 0.00000
    149.60,         2,         0,    1526.2,   2418.02,     8.859,   1.12378,   1.12378,    23.214,  -2.72993,     -1.00,  1.962711,         2, 0.00000
    149.80,         2,         0,    1528.0,   2419.81,     9.084,   1.12200,   1.12200,    23.760,  -2.72770,     -1.00,  2.004040,         2, 0.00000
    150.00,         2,         0,    1529.9,   2421.65,     9.308,   1.11990,   1.11990,    24.305,  -2.72448,     -1.00,  2.044985,         2, 0.00000
    150.20,         2,         0,    1531.7,   2423.53,     9.531,   1.11748,   1.11748,    24.850,  -2.72027,     -1.00,  2.085497,         2, 0.00000
    150.40,         2,         0,    1533.7,   2425.46,     9.754,   1.11474,   1.11474,    25.393,  -2.71505,     -1.00,  2.125529,         2, 0.00000
    150.60,         2,         0,    1535.6,   2427.44,     9.977,   1.11166,   1.11166,    25.936,  -2.70882,     -1.00,  2.165033,         2, 0.00000
    150.80,         2,         0,    1537.7,   2429.45,    10.198,   1.10826,   1.10826,    26.477,  -2.70158,     -1.00,  2.203962,         2, 0.00000
    151.00,         2,         0,    1539.7,   2431.52,    10.419,   1.10451,   1.10451,    27.016,  -2.69331,     -1.00,  2.242268,         2, 0.00000
    151.20,         2,         0,    1541.8,   2433.62,    10.639,   1.10042,   1.10042,    27.554,  -2.68401,     -1.00,  2.279904,         2, 0.00000
    151.40,         2,         0,    1544.0,   2435.77,    10.858,   1.09599,   1.09599,    28.090,  -2.67367,     -1.00,  2.316824,         2, 0.00000
    151.60,         2,         0,    1546.2,   2437.96,    11.077,   1.09119,   1.09119,    28.623,  -2.66229,     -1.00,  2.352981,         2, 0.00000
    151.80,         2,         0,    1548.4,   2440.20,    11.294,   1.08605,   1.08605,    29.154,  -2.64987,     -1.00,  2.388332,         2, 0.00000
    152.00,         2,         0,    1550.7,   2442.48,    11.510,   1.08054,   1.08054,    29.683,  -2.63640,     -1.00,  2.422830,         2, 0.00000
    152.20,         2,         0,    1553.0,   2444.81,    11.725,   1.07467,   1.07467,    30.209,  -2.62188,     -1.00,  2.456433,         2, 0.00000
    152.40,         2,         0,    1555.4,   2447.17,    11.939,   1.06843,   1.06843,    30.732,  -2.60633,     -1.00,  2.489098,         2, 0.00000
    152.60,         2,         0,    1557.8,   2449.58,    12.151,   1.06182,   1.06182,    31.251,  -2.58973,     -1.00,  2.520784,         2, 0.00000
    152.80,         2,         0,    1560.2,   2452.03,    12.362,   1.05485,   1.05485,    31.767,  -2.57210,     -1.00,  2.551451,         2, 0.00000
    153.00,         2,         0,    1562.7,   2454.53,    12.571,   1.04750,   1.04750,    32.280,  -2.55344,     -1.00,  2.581061,         2, 0.00000
    153.20,         2,         0,    1565.3,   2457.06,    12.779,   1.03978,   1.03978,    32.789,  -2.53376,     -1.00,  2.609577,         2, 0.00000
    153.40,         2,         0,    1567.8,   2459.64,    12.986,   1.03169,   1.03169,    33.293,  -2.51307,     -1.00,  2.636965,         2, 0.00000
    153.60,         2,         0,    1570.5,   2462.25,    13.190,   1.02324,   1.02324,    33.794,  -2.49140,     -1.00,  2.663192,         2, 0.00000
    153.80,         2,         0,    1573.1,   2464.91,    13.393,   1.01442,   1.01442,    34.290,  -2.46875,     -1.00,  2.688226,         2, 0.00000
    154.00,         2,         0,    1575.8,   2467.61,    13.594,   1.00523,   1.00523,    34.781,  -2.44513,     -1.00,  2.712038,         2, 0.00000
    154.20,         2,         0,    1578.6,   2470.35,    13.793,   0.99569,   0.99569,    35.268,  -2.42058,     -1.00,  2.734603,         2, 0.00000
    154.40,         2,         0,    1581.3,   2473.13,    13.991,   0.98579,   0.98579,    35.749,  -2.39512,     -1.00,  2.755895,         2, 0.00000
    154.60,         2,         0,    1584.1,   2475.95,    14.186,   0.97555,   0.97555,    36.226,  -2.36876,     -1.00,  2.775892,         2, 0.00000
    154.80,         2,         0,    1587.0,   2478.80,    14.379,   0.96497,   0.96497,    36.697,  -2.34154,     -1.00,  2.794576,         2, 0.00000
    155.00,         2,         0,    1589.9,   2481.70,    14.569,   0.95405,   0.95405,    37.162,  -2.31349,     -1.00,  2.811929,         2, 0.00000
    155.20,         2,         0,    1592.8,   2484.63,    14.758,   0.94280,   0.94280,    37.622,  -2.28463,     -1.00,  2.827937,         2, 0.00000
    155.40,         2,         0,    1595.8,   2487.60,    14.944,   0.93125,   0.93125,    38.076,  -2.25500,     -1.00,  2.842588,         2, 0.00000
    155.60,         2,         0,    1598.8,   2490.61,    15.128,   0.91938,   0.91938,    38.524,  -2.22464,     -1.00,  2.855875,         2, 0.00000
    155.80,         2,         0,    1601.9,   2493.65,    15.310,   0.90722,   0.90722,    38.966,  -2.19358,     -1.00,  2.867791,         2, 0.00000
    156.00,         2,         0,    1604.9,   2496.73,    15.489,   0.89478,   0.89478,    39.401,  -2.16186,     -1.00,  2.878334,         2, 0.00000
    156.20,         2,         0,    1608.0,   2499.85,    15.665,   0.88206,   0.88206,    39.831,  -2.12953,     -1.00,  2.887504,         2, 0.00000
    156.40,         2,         0,    1611.2,   2503.00,    15.839,   0.86909,   0.86909,    40.253,  -2.09662,     -1.00,  2.884423,         2, 0.00000
    156.60,         2,         0,    1614.4,   2506.18,    16.010,   0.85587,   0.85587,    40.669,  -2.06317,     -1.00,  2.873845,         2, 0.00000
    156.80,         2,         0,    1617.6,   2509.40,    16.178,   0.84242,   0.84242,    41.078,  -2.02924,     -1.00,  2.863261,         2, 0.00000
    157.00,         2,         0,    1620.9,   2512.65,    16.344,   0.82875,   0.82875,    41.481,  -1.99487,     -1.00,  2.852595,         2, 0.00000
    157.20,         2,         0,    1624.1,   2515.94,    16.507,   0.81488,   0.81488,    41.876,  -1.96010,     -1.00,  2.841777,         2, 0.00000
    157.40,         2,         0,    1627.5,   2519.26,    16.667,   0.80082,   0.80082,    42.265,  -1.92498,     -1.00,  2.830738,         2, 0.00000
    157.60,         2,         0,    1630.8,   2522.61,    16.825,   0.78659,   0.78659,    42.646,  -1.88957,     -1.00,  2.819414,         2, 0.00000
    157.80,         2,         0,    1634.2,   2525.99,    16.979,   0.77221,   0.77221,    43.021,  -1.85390,     -1.00,  2.807747,         2, 0.00000
    158.00,         2,         0,    1637.6,   2529.40,    17.131,   0.75768,   0.75768,    43.388,  -1.81804,     -1.00,  2.795685,         2, 0.00000
    158.20,         2,         0,    1641.0,   2532.84,    17.279,   0.74304,   0.74304,    43.748,  -1.78201,     -1.00,  2.783182,         2, 0.00000
    158.40,         2,         0,    1644.5,   2536.31,    17.425,   0.72828,   0.72828,    44.101,  -1.74589,     -1.00,  2.770197,         2, 0.00000
    158.60,         2,         0,    1648.0,   2539.81,    17.568,   0.71344,   0.71344,    44.446,  -1.70970,     -1.00,  2.756701,         2, 0.00000
    158.80,         2,         0,    1651.5,   2543.33,    17.707,   0.69853,   0.69853,    44.784,  -1.67351,     -1.00,  2.742668,         2, 0.00000
    159.00,         2,         0,    1655.1,   2546.89,    17.844,   0.68355,   0.68355,    45.116,  -1.63736,     -1.00,  2.728081,         2, 0.00000
    159.20,         2,         0,    1658.7,   2550.47,    17.978,   0.66854,   0.66854,    45.439,  -1.60129,     -1.00,  2.712929,         2, 0.00000
    159.40,         2,         0,    1662.3,   2554.08,    18.108,   0.65351,   0.65351,    45.756,  -1.56536,     -1.00,  2.697208,         2, 0.00000
    159.60,         2,         0,    1665.9,   2557.72,    18.236,   0.63846,   0.63846,    46.066,  -1.52960,     -1.00,  2.680921,         2, 0.00000
    159.80,         2,         0,    1669.6,   2561.37,    18.361,   0.62343,   0.62343,    46.368,  -1.49406,     -1.00,  2.664076,         2, 0.00000
    160.00,         2,         0,    1673.3,   2565.06,    18.482,   0.60843,   0.60843,    46.663,  -1.45878,     -1.00,  2.641192,         2, 0.00000
    160.20,         2,         0,    1677.0,   2568.77,    18.601,   0.59346,   0.59346,    46.951,  -1.42381,     -1.00,  2.609593,         2, 0.00000
    160.40,         2,         0,    1680.7,   2572.50,    18.717,   0.57855,   0.57855,    47.233,  -1.38917,     -1.00,  2.579520,         2, 0.00000
    160.60,         2,         0,    1684.5,   2576.25,    18.830,   0.56372,   0.56372,    47.507,  -1.35492,     -1.00,  2.550687,         2, 0.00000
    160.80,         2,         0,    1688.2,   2580.03,    18.939,   0.54897,   0.54897,    47.775,  -1.32107,     -1.00,  2.522855,         2, 0.00000
    161.00,         2,         0,    1692.0,   2583.83,    19.046,   0.53433,   0.53433,    48.036,  -1.28767,     -1.00,  2.495833,         2, 0.00000
    161.20,         2,         0,    1695.8,   2587.65,    19.150,   0.51980,   0.51980,    48.290,  -1.25475,     -1.00,  2.469465,         2, 0.00000
    161.40,         2,         0,    1699.7,   2591.49,    19.251,   0.50541,   0.50541,    48.538,  -1.22233,     -1.00,  2.443626,         2, 0.00000
    161.60,         2,         0,    1703.5,   2595.35,    19.350,   0.49116,   0.49116,    48.779,  -1.19044,     -1.00,  2.418220,         2, 0.00000
    161.80,         2,         0,    1707.4,   2599.23,    19.445,   0.47706,   0.47706,    49.014,  -1.15912,     -1.00,  2.393174,         2, 0.00000
    162.00,         2,         0,    1711.3,   2603.13,    19.538,   0.46314,   0.46314,    49.243,  -1.12837,     -1.00,  2.368433,         2, 0.00000
    162.20,         2,         0,    1715.2,   2607.04,    19.627,   0.44940,   0.44940,    49.465,  -1.09822,     -1.00,  2.343960,         2, 0.00000
    162.40,         2,         0,    1719.2,   2610.98,    19.715,   0.43585,   0.43585,    49.682,  -1.06868,     -1.00,  2.319728,         2, 0.00000
    162.60,         2,         0,    1723.1,   2614.93,    19.799,   0.42251,   0.42251,    49.893,  -1.03978,     -1.00,  2.286034,         2, 0.00000
    162.80,         2,         0,    1727.1,   2618.90,    19.881,   0.40938,   0.40938,    50.098,  -1.01152,     -1.00,  2.253523,         2, 0.00000
    163.00,         2,         0,    1731.1,   2622.88,    19.960,   0.39647,   0.39647,    50.297,  -0.98392,     -1.00,  2.222733,         2, 0.00000
    163.20,         2,         0,    1735.1,   2626.88,    20.037,   0.38380,   0.38380,    50.492,  -0.95698,     -1.00,  2.193395,         2, 0.00000
    163.40,         2,         0,    1739.1,   2630.90,    20.111,   0.37136,   0.37136,    50.680,  -0.93071,     -1.00,  2.165295,         2, 0.00000
    163.60,         2,         0,    1743.1,   2634.93,    20.183,   0.35918,   0.35918,    50.864,  -0.90512,     -1.00,  2.138266,         2, 0.00000
    163.80,         2,         0,    1747.2,   2638.97,    20.253,   0.34724,   0.34724,    51.042,  -0.88021,     -1.00,  2.112175,         2, 0.00000
    164.00,         2,         0,    1751.2,   2643.03,    20.320,   0.33557,   0.33557,    51.216,  -0.85597,     -1.00,  2.086922,         2, 0.00000
    164.20,         2,         0,    1755.3,   2647.10,    20.385,   0.32415,   0.32415,    51.385,  -0.83241,     -1.00,  2.062426,         2, 0.00000
    164.40,         2,         0,    1759.4,   2651.18,    20.447,   0.31301,   0.31301,    51.549,  -0.80953,     -1.00,  2.038627,         2, 0.00000
    164.60,         2,         0,    1763.5,   2655.28,    20.508,   0.30214,   0.30214,    51.709,  -0.78732,     -1.00,  2.015479,         2, 0.00000
    164.80,         2,         0,    1767.6,   2659.38,    20.566,   0.29153,   0.29153,    51.864,  -0.76577,     -1.00,  1.992946,         2, 0.00000
    165.00,         2,         0,    1771.7,   2663.50,    20.622,   0.28121,   0.28121,    52.015,  -0.74489,     -1.00,  1.971000,         2, 0.00000
    165.20,         2,         0,    1775.8,   2667.63,    20.676,   0.27115,   0.27115,    52.162,  -0.72465,     -1.00,  1.949622,         2, 0.00000
    165.40,         2,         0,    1780.0,   2671.77,    20.729,   0.26137,   0.26137,    52.305,  -0.70505,     -1.00,  1.928795,         2, 0.00000
    165.60,         2,         0,    1784.1,   2675.92,    20.779,   0.25187,   0.25187,    52.444,  -0.68609,     -1.00,  1.908509,         2, 0.00000
    165.80,         2,         0,    1788.3,   2680.08,    20.828,   0.24264,   0.24264,    52.580,  -0.66775,     -1.00,  1.888753,         2, 0.00000
    166.00,         2,         0,    1792.5,   2684.25,    20.874,   0.23368,   0.23368,    52.711,  -0.65001,     -1.00,  1.869519,         2, 0.00000
    166.20,         2,         0,    1796.6,   2688.43,    20.919,   0.22499,   0.22499,    52.840,  -0.63288,     -1.00,  1.850803,         2, 0.00000
    166.40,         2,         0,    1800.8,   2692.62,    20.963,   0.21656,   0.21656,    52.965,  -0.61633,     -1.00,  1.832596,         2, 0.00000
