# vehicle id = 3
# random fix= 0.90337226
# model label  = ACC1
# model category = TIME_CONTINUOUS_MODEL
# model name = Adaptive-Cruise-Control-Model (short name: ACC)
# physical vehicle length (in m) = 6.00
# position x is defined by vehicle front (on the given road segment)
# origin roadsegment id= 1, exit roadsegment id= -1 (not set=-1)
# Route [roadSegments=[RoadSegment [id=2, userId=2, roadLength=2000.0, laneCount=1], RoadSegment [id=3, userId=3, roadLength=500.0, laneCount=2], RoadSegment [id=4, userId=4, roadLength=2500.0, laneCount=1]], name=main, length=5000.0]
#     t[s],    roadId,      lane,      x[m], totalX[m],    v[m/s],  a[m/s^2],aModel[m/s^2], gap[m],   dv[m/s],distToTL[m],fuelFlow[ml/s],frontVehID,slope[rad]
     56.00,         2,         0,      70.4,    962.24,    21.986,   0.00003,   0.00003,    46.638,  -0.21225,     -1.00,  1.339786,         2, 0.00000
     56.20,         2,         0,      74.8,    966.64,    21.986,   0.00003,   0.00003,    46.680,  -0.21224,     -1.00,  1.339783,         2, 0.00000
     56.40,         2,         0,      79.2,    971.03,    21.986,   0.00002,   0.00002,    46.722,  -0.21223,     -1.00,  1.339781,         2, 0.00000
     56.60,         2,         0,      83.6,    975.43,    21.986,   0.00002,   0.00002,    46.765,  -0.21223,     -1.00,  1.339778,         2, 0.00000
     56.80,         2,         0,      88.0,    979.83,    21.986,   0.00002,   0.00002,    46.807,  -0.21222,     -1.00,  1.339776,         2, 0.00000
     57.00,         2,         0,      92.4,    984.22,    21.986,   0.00002,   0.00002,    46.850,  -0.21222,     -1.00,  1.339773,         2, 0.00000
     57.20,         2,         0,      96.8,    988.62,    21.986,   0.00002,   0.00002,    46.892,  -0.21221,     -1.00,  1.339771,         2, 0.00000
     57.40,         2,         0,     101.2,    993.02,    21.986,   0.00002,   0.00002,    46.935,  -0.21220,     -1.00,  1.339769,         2, 0.00000
     57.60,         2,         0,     105.6,    997.42,    21.987,   0.00002,   0.00002,    46.977,  -0.21220,     -1.00,  1.339767,         2, 0.00000
     57.80,         2,         0,     110.0,   1001.81,    21.987,   0.00002,   0.00002,    47.020,  -0.21220,     -1.00,  1.339765,         2, 0.00000
     58.00,         2,         0,     114.4,   1006.21,    21.987,   0.00002,   0.00002,    47.062,  -0.21219,     -1.00,  1.339763,         2, 0.00000
     58.20,         2,         0,     118.8,   1010.61,    21.987,   0.00002,   0.00002,    47.104,  -0.21219,     -1.00,  1.339761,         2, 0.00000
     58.40,         2,         0,     123.2,   1015.01,    21.987,   0.00002,   0.00002,    47.147,  -0.21218,     -1.00,  1.339759,         2, 0.00000
     58.60,         2,         0,     127.6,   1019.40,    21.987,   0.00002,   0.00002,    47.189,  -0.21218,     -1.00,  1.339758,         2, 0.00000
     58.80,         2,         0,     132.0,   1023.80,    21.987,   0.00001,   0.00001,    47.232,  -0.21218,     -1.00,  1.339756,         2, 0.00000
     59.00,         2,         0,     136.4,   1028.20,    21.987,   0.00001,   0.00001,    47.274,  -0.21217,     -1.00,  1.339754,         2, 0.00000
     59.20,         2,         0,     140.8,   1032.59,    21.987,   0.00001,   0.00001,    47.317,  -0.21217,     -1.00,  1.339753,         2, 0.00000
     59.40,         2,         0,     145.2,   1036.99,    21.987,   0.00001,   0.00001,    47.359,  -0.21217,     -1.00,  1.339752,         2, 0.00000
     59.60,         2,         0,     149.6,   1041.39,    21.987,   0.00001,   0.00001,    47.401,  -0.21216,     -1.00,  1.339750,         2, 0.00000
     59.80,         2,         0,     154.0,   1045.79,    21.987,   0.00001,   0.00001,    47.444,  -0.21216,     -1.00,  1.339749,         2, 0.00000
     60.00,         2,         0,     158.4,   1050.18,    21.987,   0.00001,   0.00001,    47.486,  -0.21216,     -1.00,  1.339748,         2, 0.00000
     60.20,         2,         0,     162.8,   1054.58,    21.987,   0.00001,   0.00001,    47.529,  -0.21215,     -1.00,  1.339747,         2, 0.00000
     60.40,         2,         0,     167.2,   1058.98,    21.987,   0.00001,   0.00001,    47.571,  -0.21215,     -1.00,  1.339746,         2, 0.00000
     60.60,         2,         0,     171.6,   1063.38,    21.987,   0.00001,   0.00001,    47.614,  -0.21215,     -1.00,  1.339745,         2, 0.00000
     60.80,         2,         0,     176.0,   1067.77,    21.987,   0.00001,   0.00001,    47.656,  -0.21215,     -1.00,  1.339744,         2, 0.00000
     61.00,         2,         0,     180.4,   1072.17,    21.987,   0.00001,   0.00001,    47.699,  -0.21214,     -1.00,  1.339743,         2, 0.00000
     61.20,         2,         0,     184.8,   1076.57,    21.987,   0.00001,   0.00001,    47.741,  -0.21214,     -1.00,  1.339742,         2, 0.00000
     61.40,         2,         0,     189.2,   1080.97,    21.987,   0.00001,   0.00001,    47.783,  -0.21214,     -1.00,  1.339741,         2, 0.00000
     61.60,         2,         0,     193.6,   1085.36,    21.987,   0.00001,   0.00001,    47.826,  -0.21214,     -1.00,  1.339740,         2, 0.00000
     61.80,         2,         0,     198.0,   1089.76,    21.987,   0.00001,   0.00001,    47.868,  -0.21214,     -1.00,  1.339739,         2, 0.00000
     62.00,         2,         0,     202.4,   1094.16,    21.987,   0.00001,   0.00001,    47.911,  -0.21213,     -1.00,  1.339738,         2, 0.00000
     62.20,         2,         0,     206.8,   1098.55,    21.987,   0.00001,   0.00001,    47.953,  -0.21213,     -1.00,  1.339738,         2, 0.00000
     62.40,         2,         0,     211.2,   1102.95,    21.987,   0.00001,   0.00001,    47.995,  -0.21213,     -1.00,  1.339737,         2, 0.00000
     62.60,         2,         0,     215.5,   1107.35,    21.987,   0.00001,   0.00001,    48.038,  -0.21213,     -1.00,  1.339736,         2, 0.00000
     62.80,         2,         0,     219.9,   1111.75,    21.987,   0.00001,   0.00001,    48.080,  -0.21213,     -1.00,  1.339736,         2, 0.00000
     63.00,         2,         0,     224.3,   1116.14,    21.987,   0.00001,   0.00001,    48.123,  -0.21213,     -1.00,  1.339735,         2, 0.00000
     63.20,         2,         0,     228.7,   1120.54,    21.987,   0.00001,   0.00001,    48.165,  -0.21212,     -1.00,  1.339734,         2, 0.00000
     63.40,         2,         0,     233.1,   1124.94,    21.987,   0.00001,   0.00001,    48.208,  -0.21212,     -1.00,  1.339734,         2, 0.00000
     63.60,         2,         0,     237.5,   1129.34,    21.987,   0.00001,   0.00001,    48.250,  -0.21212,     -1.00,  1.339733,         2, 0.00000
     63.80,         2,         0,     241.9,   1133.73,    21.987,   0.00000,   0.00000,    48.292,  -0.21212,     -1.00,  1.339733,         2, 0.00000
     64.00,         2,         0,     246.3,   1138.13,    21.987,   0.00000,   0.00000,    48.335,  -0.21212,     -1.00,  1.339732,         2, 0.00000
     64.20,         2,         0,     250.7,   1142.53,    21.987,   0.00000,   0.00000,    48.377,  -0.21212,     -1.00,  1.339732,         2, 0.00000
     64.40,         2,         0,     255.1,   1146.92,    21.987,   0.00000,   0.00000,    48.420,  -0.21212,     -1.00,  1.339731,         2, 0.00000
     64.60,         2,         0,     259.5,   1151.32,    21.987,   0.00000,   0.00000,    48.462,  -0.21212,     -1.00,  1.339731,         2, 0.00000
     64.80,         2,         0,     263.9,   1155.72,    21.987,   0.00000,   0.00000,    48.505,  -0.21212,     -1.00,  1.339730,         2, 0.00000
     65.00,         2,         0,     268.3,   1160.12,    21.987,   0.00000,   0.00000,    48.547,  -0.21211,     -1.00,  1.339730,         2, 0.00000
     65.20,         2,         0,     272.7,   1164.51,    21.987,   0.00000,   0.00000,    48.589,  -0.21211,     -1.00,  1.339730,         2, 0.00000
     65.40,         2,         0,     277.1,   1168.91,    21.987,   0.00000,   0.00000,    48.632,  -0.21211,     -1.00,  1.339729,         2, 0.00000
     65.60,         2,         0,     281.5,   1173.31,    21.987,   0.00000,   0.00000,    48.674,  -0.21211,     -1.00,  1.339729,         2, 0.00000
     65.80,         2,         0,     285.9,   1177.71,    21.987,   0.00000,   0.00000,    48.717,  -0.21211,     -1.00,  1.339729,         2, 0.00000
     66.00,         2,         0,     290.3,   1182.10,    21.987,   0.00000,   0.00000,    48.759,  -0.21211,     -1.00,  1.339728,         2, 0.00000
     66.20,         2,         0,     294.7,   1186.50,    21.987,   0.00000,   0.00000,    48.802,  -0.21211,     -1.00,  1.339728,         2, 0.00000
     66.40,         2,         0,     299.1,   1190.90,    21.987,   0.00000,   0.00000,    48.844,  -0.21211,     -1.00,  1.339728,         2, 0.00000
     66.60,         2,         0,     303.5,   1195.30,    21.987,   0.00000,   0.00000,    48.886,  -0.21211,     -1.00,  1.339727,         2, 0.00000
     66.80,         2,         0,     307.9,   1199.69,    21.987,   0.00000,   0.00000,    48.929,  -0.21211,     -1.00,  1.339727,         2, 0.00000
     67.00,         2,         0,     312.3,   1204.09,    21.987,   0.00000,   0.00000,    48.971,  -0.21211,     -1.00,  1.339727,         2, 0.00000
     67.20,         2,         0,     316.7,   1208.49,    21.987,   0.00000,   0.00000,    49.014,  -0.21211,     -1.00,  1.339727,         2, 0.00000
     67.40,         2,         0,     321.1,   1212.88,    21.987,   0.00000,   0.00000,    49.056,  -0.21211,     -1.00,  1.339726,         2, 0.00000
     67.60,         2,         0,     325.5,   1217.28,    21.987,   0.00000,   0.00000,    49.098,  -0.21211,     -1.00,  1.339726,         2, 0.00000
     67.80,         2,         0,     329.9,   1221.68,    21.987,   0.00000,   0.00000,    49.141,  -0.21211,     -1.00,  1.339726,         2, 0.00000
     68.00,         2,         0,     334.3,   1226.08,    21.987,   0.00000,   0.00000,    49.183,  -0.21210,     -1.00,  1.339726,         2, 0.00000
     68.20,         2,         0,     338.7,   1230.47,    21.987,   0.00000,   0.00000,    49.226,  -0.21210,     -1.00,  1.339726,         2, 0.00000
     68.40,         2,         0,     343.1,   1234.87,    21.987,   0.00000,   0.00000,    49.268,  -0.21210,     -1.00,  1.339725,         2, 0.00000
     68.60,         2,         0,     347.5,   1239.27,    21.987,   0.00000,   0.00000,    49.311,  -0.21210,     -1.00,  1.339725,         2, 0.00000
     68.80,         2,         0,     351.9,   1243.67,    21.987,   0.00000,   0.00000,    49.353,  -0.21210,     -1.00,  1.339725,         2, 0.00000
     69.00,         2,         0,     356.3,   1248.06,    21.987,   0.00000,   0.00000,    49.395,  -0.21210,     -1.00,  1.339725,         2, 0.00000
     69.20,         2,         0,     360.7,   1252.46,    21.987,   0.00000,   0.00000,    49.438,  -0.21210,     -1.00,  1.339725,         2, 0.00000
     69.40,         2,         0,     365.1,   1256.86,    21.987,   0.00000,   0.00000,    49.480,  -0.21210,     -1.00,  1.339725,         2, 0.00000
     69.60,         2,         0,     369.5,   1261.25,    21.987,   0.00000,   0.00000,    49.523,  -0.21210,     -1.00,  1.339724,         2, 0.00000
     69.80,         2,         0,     373.9,   1265.65,    21.987,   0.00000,   0.00000,    49.565,  -0.21210,     -1.00,  1.339724,         2, 0.00000
     70.00,         2,         0,     378.2,   1270.05,    21.987,   0.00000,   0.00000,    49.608,  -0.21210,     -1.00,  1.339724,         2, 0.00000
     70.20,         2,         0,     382.6,   1274.45,    21.987,   0.00000,   0.00000,    49.650,  -0.21210,     -1.00,  1.339724,         2, 0.00000
     70.40,         2,         0,     387.0,   1278.84,    21.987,   0.00000,   0.00000,    49.692,  -0.21210,     -1.00,  1.339724,         2, 0.00000
     70.60,         2,         0,     391.4,   1283.24,    21.987,   0.00000,   0.00000,    49.735,  -0.21210,     -1.00,  1.339724,         2, 0.00000
     70.80,         2,         0,     395.8,   1287.64,    21.987,   0.00000,   0.00000,    49.777,  -0.21210,     -1.00,  1.339724,         2, 0.00000
     71.00,         2,         0,     400.2,   1292.04,    21.987,   0.00000,   0.00000,    49.820,  -0.21210,     -1.00,  1.339724,         2, 0.00000
     71.20,         2,         0,     404.6,   1296.43,    21.987,   0.00000,   0.00000,    49.862,  -0.21210,     -1.00,  1.339723,         2, 0.00000
     71.40,         2,         0,     409.0,   1300.83,    21.987,   0.00000,   0.00000,    49.904,  -0.21210,     -1.00,  1.339723,         2, 0.00000
     71.60,         2,         0,     413.4,   1305.23,    21.987,   0.00000,   0.00000,    49.947,  -0.21210,     -1.00,  1.339723,         2, 0.00000
     71.80,         2,         0,     417.8,   1309.63,    21.987,   0.00000,   0.00000,    49.989,  -0.21210,     -1.00,  1.339723,         2, 0.00000
     72.00,         2,         0,     422.2,   1314.02,    21.987,   0.00000,   0.00000,    50.032,  -0.21210,     -1.00,  1.339723,         2, 0.00000
     72.20,         2,         0,     426.6,   1318.42,    21.987,   0.00000,   0.00000,    50.074,  -0.21210,     -1.00,  1.339723,         2, 0.00000
     72.40,         2,         0,     431.0,   1322.82,    21.987,   0.00000,   0.00000,    50.117,  -0.21210,     -1.00,  1.339723,         2, 0.00000
     72.60,         2,         0,     435.4,   1327.21,    21.987,   0.00000,   0.00000,    50.159,  -0.21210,     -1.00,  1.339723,         2, 0.00000
     72.80,         2,         0,     439.8,   1331.61,    21.987,   0.00000,   0.00000,    50.201,  -0.21210,     -1.00,  1.339723,         2, 0.00000
     73.00,         2,         0,     444.2,   1336.01,    21.987,   0.00000,   0.00000,    50.244,  -0.21210,     -1.00,  1.339723,         2, 0.00000
     73.20,         2,         0,     448.6,   1340.41,    21.987,   0.00000,   0.00000,    50.286,  -0.21210,     -1.00,  1.339723,         2, 0.00000
     73.40,         2,         0,     453.0,   1344.80,    21.987,   0.00000,   0.00000,    50.329,  -0.21210,     -1.00,  1.339723,         2, 0.00000
     73.60,         2,         0,     457.4,   1349.20,    21.987,   0.00000,   0.00000,    50.371,  -0.21210,     -1.00,  1.339723,         2, 0.00000
     73.80,         2,         0,     461.8,   1353.60,    21.987,   0.00000,   0.00000,    50.414,  -0.21210,     -1.00,  1.339723,         2, 0.00000
     74.00,         2,         0,     466.2,   1358.00,    21.987,   0.00000,   0.00000,    50.456,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     74.20,         2,         0,     470.6,   1362.39,    21.987,   0.00000,   0.00000,    50.498,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     74.40,         2,         0,     475.0,   1366.79,    21.987,   0.00000,   0.00000,    50.541,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     74.60,         2,         0,     479.4,   1371.19,    21.987,   0.00000,   0.00000,    50.583,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     74.80,         2,         0,     483.8,   1375.59,    21.987,   0.00000,   0.00000,    50.626,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     75.00,         2,         0,     488.2,   1379.98,    21.987,   0.00000,   0.00000,    50.668,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     75.20,         2,         0,     492.6,   1384.38,    21.987,   0.00000,   0.00000,    50.710,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     75.40,         2,         0,     497.0,   1388.78,    21.987,   0.00000,   0.00000,    50.753,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     75.60,         2,         0,     501.4,   1393.17,    21.987,   0.00000,   0.00000,    50.795,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     75.80,         2,         0,     505.8,   1397.57,    21.987,   0.00000,   0.00000,    50.838,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     76.00,         2,         0,     510.2,   1401.97,    21.987,   0.00000,   0.00000,    50.880,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     76.20,         2,         0,     514.6,   1406.37,    21.987,   0.00000,   0.00000,    50.923,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     76.40,         2,         0,     519.0,   1410.76,    21.987,   0.00000,   0.00000,    50.965,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     76.60,         2,         0,     523.4,   1415.16,    21.987,   0.00000,   0.00000,    51.007,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     76.80,         2,         0,     527.8,   1419.56,    21.987,   0.00000,   0.00000,    51.050,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     77.00,         2,         0,     532.2,   1423.96,    21.987,   0.00000,   0.00000,    51.092,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     77.20,         2,         0,     536.6,   1428.35,    21.987,   0.00000,   0.00000,    51.135,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     77.40,         2,         0,     540.9,   1432.75,    21.987,   0.00000,   0.00000,    51.177,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     77.60,         2,         0,     545.3,   1437.15,    21.987,   0.00000,   0.00000,    51.219,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     77.80,         2,         0,     549.7,   1441.54,    21.987,   0.00000,   0.00000,    51.262,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     78.00,         2,         0,     554.1,   1445.94,    21.987,   0.00000,   0.00000,    51.304,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     78.20,         2,         0,     558.5,   1450.34,    21.987,   0.00000,   0.00000,    51.347,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     78.40,         2,         0,     562.9,   1454.74,    21.987,   0.00000,   0.00000,    51.389,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     78.60,         2,         0,     567.3,   1459.13,    21.987,   0.00000,   0.00000,    51.432,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     78.80,         2,         0,     571.7,   1463.53,    21.987,   0.00000,   0.00000,    51.474,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     79.00,         2,         0,     576.1,   1467.93,    21.987,   0.00000,   0.00000,    51.516,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     79.20,         2,         0,     580.5,   1472.33,    21.987,   0.00000,   0.00000,    51.559,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     79.40,         2,         0,     584.9,   1476.72,    21.987,   0.00000,   0.00000,    51.601,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     79.60,         2,         0,     589.3,   1481.12,    21.987,   0.00000,   0.00000,    51.644,  -0.21210,     -1.00,  1.339722,         2, 0.00000
     79.80,         2,         0,     593.7,   1485.52,    21.987,   0.00000,   0.00000,    51.686,  -0.21209,     -1.00,  1.339722,         2, 0.00000
     80.00,         2,         0,     598.1,   1489.92,    21.987,   0.00000,   0.00000,    51.729,  -0.21209,     -1.00,  1.339722,         2, 0.00000
     80.20,         2,         0,     602.5,   1494.31,    21.987,   0.00000,   0.00000,    51.771,  -0.21209,     -1.00,  1.339722,         2, 0.00000
     80.40,         2,         0,     606.9,   1498.71,    21.987,   0.00000,   0.00000,    51.813,  -0.21209,     -1.00,  1.339722,         2, 0.00000
     80.60,         2,         0,     611.3,   1503.11,    21.987,   0.00000,   0.00000,    51.856,  -0.21209,     -1.00,  1.339722,         2, 0.00000
     80.80,         2,         0,     615.7,   1507.50,    21.987,   0.00000,   0.00000,    51.898,  -0.21209,     -1.00,  1.339722,         2, 0.00000
     81.00,         2,         0,     620.1,   1511.90,    21.987,   0.00000,   0.00000,    51.941,  -0.21209,     -1.00,  1.339722,         2, 0.00000
     81.20,         2,         0,     624.5,   1516.30,    21.987,   0.00000,   0.00000,    51.983,  -0.21209,     -1.00,  1.339722,         2, 0.00000
     81.40,         2,         0,     628.9,   1520.70,    21.987,   0.00000,   0.00000,    52.025,  -0.21209,     -1.00,  1.339722,         2, 0.00000
     81.60,         2,         0,     633.3,   1525.09,    21.987,   0.00000,   0.00000,    52.068,  -0.21209,     -1.00,  1.339722,         2, 0.00000
     81.80,         2,         0,     637.7,   1529.49,    21.987,   0.00000,   0.00000,    52.110,  -0.21209,     -1.00,  1.339722,         2, 0.00000
     82.00,         2,         0,     642.1,   1533.89,    21.987,   0.00000,   0.00000,    52.153,  -0.21209,     -1.00,  1.339722,         2, 0.00000
     82.20,         2,         0,     646.5,   1538.29,    21.987,   0.00000,   0.00000,    52.195,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     82.40,         2,         0,     650.9,   1542.68,    21.987,   0.00000,   0.00000,    52.238,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     82.60,         2,         0,     655.3,   1547.08,    21.987,   0.00000,   0.00000,    52.280,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     82.80,         2,         0,     659.7,   1551.48,    21.987,   0.00000,   0.00000,    52.322,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     83.00,         2,         0,     664.1,   1555.88,    21.987,   0.00000,   0.00000,    52.365,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     83.20,         2,         0,     668.5,   1560.27,    21.987,   0.00000,   0.00000,    52.407,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     83.40,         2,         0,     672.9,   1564.67,    21.987,   0.00000,   0.00000,    52.450,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     83.60,         2,         0,     677.3,   1569.07,    21.987,   0.00000,   0.00000,    52.492,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     83.80,         2,         0,     681.7,   1573.46,    21.987,   0.00000,   0.00000,    52.534,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     84.00,         2,         0,     686.1,   1577.86,    21.987,   0.00000,   0.00000,    52.577,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     84.20,         2,         0,     690.5,   1582.26,    21.987,   0.00000,   0.00000,    52.619,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     84.40,         2,         0,     694.9,   1586.66,    21.987,   0.00000,   0.00000,    52.662,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     84.60,         2,         0,     699.3,   1591.05,    21.987,   0.00000,   0.00000,    52.704,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     84.80,         2,         0,     703.7,   1595.45,    21.987,   0.00000,   0.00000,    52.747,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     85.00,         2,         0,     708.0,   1599.85,    21.987,   0.00000,   0.00000,    52.789,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     85.20,         2,         0,     712.4,   1604.25,    21.987,   0.00000,   0.00000,    52.831,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     85.40,         2,         0,     716.8,   1608.64,    21.987,   0.00000,   0.00000,    52.874,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     85.60,         2,         0,     721.2,   1613.04,    21.987,   0.00000,   0.00000,    52.916,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     85.80,         2,         0,     725.6,   1617.44,    21.987,   0.00000,   0.00000,    52.959,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     86.00,         2,         0,     730.0,   1621.83,    21.987,   0.00000,   0.00000,    53.001,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     86.20,         2,         0,     734.4,   1626.23,    21.987,   0.00000,   0.00000,    53.043,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     86.40,         2,         0,     738.8,   1630.63,    21.987,   0.00000,   0.00000,    53.086,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     86.60,         2,         0,     743.2,   1635.03,    21.987,   0.00000,   0.00000,    53.128,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     86.80,         2,         0,     747.6,   1639.42,    21.987,   0.00000,   0.00000,    53.171,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     87.00,         2,         0,     752.0,   1643.82,    21.987,   0.00000,   0.00000,    53.213,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     87.20,         2,         0,     756.4,   1648.22,    21.987,   0.00000,   0.00000,    53.256,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     87.40,         2,         0,     760.8,   1652.62,    21.987,   0.00000,   0.00000,    53.298,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     87.60,         2,         0,     765.2,   1657.01,    21.987,   0.00000,   0.00000,    53.340,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     87.80,         2,         0,     769.6,   1661.41,    21.987,   0.00000,   0.00000,    53.383,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     88.00,         2,         0,     774.0,   1665.81,    21.987,   0.00000,   0.00000,    53.425,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     88.20,         2,         0,     778.4,   1670.21,    21.987,   0.00000,   0.00000,    53.468,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     88.40,         2,         0,     782.8,   1674.60,    21.987,   0.00000,   0.00000,    53.510,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     88.60,         2,         0,     787.2,   1679.00,    21.987,   0.00000,   0.00000,    53.553,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     88.80,         2,         0,     791.6,   1683.40,    21.987,   0.00000,   0.00000,    53.595,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     89.00,         2,         0,     796.0,   1687.79,    21.987,   0.00000,   0.00000,    53.637,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     89.20,         2,         0,     800.4,   1692.19,    21.987,   0.00000,   0.00000,    53.680,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     89.40,         2,         0,     804.8,   1696.59,    21.987,   0.00000,   0.00000,    53.722,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     89.60,         2,         0,     809.2,   1700.99,    21.987,   0.00000,   0.00000,    53.765,  -0.21209,     -1.00,  1.339721,         2, 0.00000
     89.80,         2,         0,     813.6,   1705.38,    21.987,   0.00000,   0.00000,    53.807,  -0.21209,     -1.00,  1.339721,         2, 0.00000
