# vehicle id = 2
# random fix= 0.30871946
# model label  = ACC1
# model category = TIME_CONTINUOUS_MODEL
# model name = Adaptive-Cruise-Control-Model (short name: ACC)
# physical vehicle length (in m) = 6.00
# position x is defined by vehicle front (on the given road segment)
# origin roadsegment id= 1, exit roadsegment id= -1 (not set=-1)
# Route [roadSegments=[RoadSegment [id=2, userId=2, roadLength=2000.0, laneCount=1], RoadSegment [id=3, userId=3, roadLength=500.0, laneCount=2], RoadSegment [id=4, userId=4, roadLength=2500.0, laneCount=1]], name=main, length=5000.0]
#     t[s],    roadId,      lane,      x[m], totalX[m],    v[m/s],  a[m/s^2],aModel[m/s^2], gap[m],   dv[m/s],distToTL[m],fuelFlow[ml/s],frontVehID,slope[rad]
     60.00,         2,         0,     211.9,   1211.87,    22.199,  -0.00000,  -0.00000, 10000.000,   0.00000,     -1.00,  1.359064,        -1,0.00000
     60.20,         2,         0,     216.3,   1216.31,    22.199,  -0.00000,  -0.00000,  1792.596,  -2.83139,     -1.00,  1.359064,         5,0.00000
     60.40,         2,         0,     220.7,   1220.75,    22.199,  -0.00000,  -0.00000,  1793.163,  -2.83146,     -1.00,  1.359064,         5,0.00000
     60.60,         2,         0,     225.2,   1225.19,    22.199,  -0.00000,  -0.00000,  1793.729,  -2.83153,     -1.00,  1.359064,         5,0.00000
     60.80,         2,         0,     229.6,   1229.63,    22.199,  -0.00000,  -0.00000,  1794.295,  -2.83160,     -1.00,  1.359065,         5,0.00000
     61.00,         2,         0,     234.1,   1234.07,    22.199,  -0.00000,  -0.00000,  1794.862,  -2.83166,     -1.00,  1.359065,         5,0.00000
     61.20,         2,         0,     238.5,   1238.51,    22.199,  -0.00000,  -0.00000,  1795.428,  -2.83172,     -1.00,  1.359065,         5,0.00000
     61.40,         2,         0,     242.9,   1242.95,    22.199,  -0.00000,  -0.00000,  1795.994,  -2.83178,     -1.00,  1.359065,         5,0.00000
     61.60,         2,         0,     247.4,   1247.39,    22.199,  -0.00000,  -0.00000,  1796.561,  -2.83184,     -1.00,  1.359066,         5,0.00000
     61.80,         2,         0,     251.8,   1251.83,    22.199,  -0.00000,  -0.00000,  1797.127,  -2.83189,     -1.00,  1.359066,         5,0.00000
     62.00,         2,         0,     256.3,   1256.27,    22.199,  -0.00000,  -0.00000,  1797.693,  -2.83194,     -1.00,  1.359066,         5,0.00000
     62.20,         2,         0,     260.7,   1260.71,    22.199,  -0.00000,  -0.00000,  1798.260,  -2.83199,     -1.00,  1.359066,         5,0.00000
     62.40,         2,         0,     265.1,   1265.15,    22.199,  -0.00000,  -0.00000,  1798.826,  -2.83204,     -1.00,  1.359066,         5,0.00000
     62.60,         2,         0,     269.6,   1269.59,    22.199,  -0.00000,  -0.00000,  1799.393,  -2.83209,     -1.00,  1.359067,         5,0.00000
     62.80,         2,         0,     274.0,   1274.03,    22.199,  -0.00000,  -0.00000,  1799.959,  -2.83213,     -1.00,  1.359067,         5,0.00000
     63.00,         2,         0,     278.5,   1278.47,    22.199,  -0.00000,  -0.00000,  1800.525,  -2.83218,     -1.00,  1.359067,         5,0.00000
     63.20,         2,         0,     282.9,   1282.91,    22.199,  -0.00000,  -0.00000,  1801.092,  -2.83222,     -1.00,  1.359067,         5,0.00000
     63.40,         2,         0,     287.3,   1287.35,    22.199,  -0.00000,  -0.00000,  1801.658,  -2.83226,     -1.00,  1.359067,         5,0.00000
     63.60,         2,         0,     291.8,   1291.79,    22.199,  -0.00000,  -0.00000,  1802.225,  -2.83230,     -1.00,  1.359067,         5,0.00000
     63.80,         2,         0,     296.2,   1296.22,    22.199,  -0.00000,  -0.00000,  1802.791,  -2.83233,     -1.00,  1.359068,         5,0.00000
     64.00,         2,         0,     300.7,   1300.66,    22.199,  -0.00000,  -0.00000,  1803.358,  -2.83237,     -1.00,  1.359068,         5,0.00000
     64.20,         2,         0,     305.1,   1305.10,    22.199,  -0.00000,  -0.00000,  1803.924,  -2.83240,     -1.00,  1.359068,         5,0.00000
     64.40,         2,         0,     309.5,   1309.54,    22.199,  -0.00000,  -0.00000,  1804.491,  -2.83243,     -1.00,  1.359068,         5,0.00000
     64.60,         2,         0,     314.0,   1313.98,    22.199,  -0.00000,  -0.00000,  1805.057,  -2.83247,     -1.00,  1.359068,         5,0.00000
     64.80,         2,         0,     318.4,   1318.42,    22.199,  -0.00000,  -0.00000,  1805.624,  -2.83250,     -1.00,  1.359068,         5,0.00000
     65.00,         2,         0,     322.9,   1322.86,    22.199,  -0.00000,  -0.00000,  1806.190,  -2.83252,     -1.00,  1.359068,         5,0.00000
     65.20,         2,         0,     327.3,   1327.30,    22.199,  -0.00000,  -0.00000,  1806.757,  -2.83255,     -1.00,  1.359068,         5,0.00000
     65.40,         2,         0,     331.7,   1331.74,    22.199,  -0.00000,  -0.00000,  1807.323,  -2.83258,     -1.00,  1.359068,         5,0.00000
     65.60,         2,         0,     336.2,   1336.18,    22.199,  -0.00000,  -0.00000,  1807.890,  -2.83261,     -1.00,  1.359069,         5,0.00000
     65.80,         2,         0,     340.6,   1340.62,    22.199,  -0.00000,  -0.00000,  1808.456,  -2.83263,     -1.00,  1.359069,         5,0.00000
     66.00,         2,         0,     345.1,   1345.06,    22.199,  -0.00000,  -0.00000,  1809.023,  -2.83265,     -1.00,  1.359069,         5,0.00000
     66.20,         2,         0,     349.5,   1349.50,    22.199,  -0.00000,  -0.00000,  1809.589,  -2.83268,     -1.00,  1.359069,         5,0.00000
     66.40,         2,         0,     353.9,   1353.94,    22.199,  -0.00000,  -0.00000,  1810.156,  -2.83270,     -1.00,  1.359069,         5,0.00000
     66.60,         2,         0,     358.4,   1358.38,    22.199,  -0.00000,  -0.00000,  1810.722,  -2.83272,     -1.00,  1.359069,         5,0.00000
     66.80,         2,         0,     362.8,   1362.82,    22.199,  -0.00000,  -0.00000,  1811.289,  -2.83274,     -1.00,  1.359069,         5,0.00000
     67.00,         2,         0,     367.3,   1367.26,    22.199,  -0.00000,  -0.00000,  1811.856,  -2.83276,     -1.00,  1.359069,         5,0.00000
     67.20,         2,         0,     371.7,   1371.70,    22.199,  -0.00000,  -0.00000,  1812.422,  -2.83278,     -1.00,  1.359069,         5,0.00000
     67.40,         2,         0,     376.1,   1376.14,    22.199,  -0.00000,  -0.00000,  1812.989,  -2.83280,     -1.00,  1.359069,         5,0.00000
     67.60,         2,         0,     380.6,   1380.58,    22.199,  -0.00000,  -0.00000,  1624.320,   1.23901,     -1.00,  1.359069,         9,0.00000
     67.80,         2,         0,     385.0,   1385.02,    22.199,  -0.00000,  -0.00000,  1624.072,   1.23898,     -1.00,  1.359069,         9,0.00000
     68.00,         2,         0,     389.5,   1389.46,    22.199,  -0.00000,  -0.00000,  1623.824,   1.23896,     -1.00,  1.359069,         9,0.00000
     68.20,         2,         0,     393.9,   1393.90,    22.199,  -0.00000,  -0.00000,  1623.576,   1.23893,     -1.00,  1.359069,         9,0.00000
     68.40,         2,         0,     398.3,   1398.34,    22.199,  -0.00000,  -0.00000,  1623.329,   1.23890,     -1.00,  1.359070,         9,0.00000
     68.60,         2,         0,     402.8,   1402.78,    22.199,  -0.00000,  -0.00000,  1623.081,   1.23888,     -1.00,  1.359070,         9,0.00000
     68.80,         2,         0,     407.2,   1407.22,    22.199,  -0.00000,  -0.00000,  1622.833,   1.23886,     -1.00,  1.359070,         9,0.00000
     69.00,         2,         0,     411.7,   1411.66,    22.199,  -0.00000,  -0.00000,  1622.585,   1.23884,     -1.00,  1.359070,         9,0.00000
     69.20,         2,         0,     416.1,   1416.10,    22.199,  -0.00000,  -0.00000,  1622.338,   1.23882,     -1.00,  1.359070,         9,0.00000
     69.40,         2,         0,     420.5,   1420.54,    22.199,  -0.00000,  -0.00000,  1622.090,   1.23880,     -1.00,  1.359070,         9,0.00000
     69.60,         2,         0,     425.0,   1424.98,    22.199,  -0.00000,  -0.00000,  1621.842,   1.23878,     -1.00,  1.359070,         9,0.00000
     69.80,         2,         0,     429.4,   1429.42,    22.199,  -0.00000,  -0.00000,  1621.594,   1.23876,     -1.00,  1.359070,         9,0.00000
     70.00,         2,         0,     433.9,   1433.86,    22.199,  -0.00000,  -0.00000,  1621.346,   1.23874,     -1.00,  1.359070,         9,0.00000
     70.20,         2,         0,     438.3,   1438.30,    22.199,  -0.00000,  -0.00000,  1621.099,   1.23873,     -1.00,  1.359070,         9,0.00000
     70.40,         2,         0,     442.7,   1442.74,    22.199,  -0.00000,  -0.00000,  1620.851,   1.23871,     -1.00,  1.359070,         9,0.00000
     70.60,         2,         0,     447.2,   1447.18,    22.199,  -0.00000,  -0.00000,  1620.603,   1.23869,     -1.00,  1.359070,         9,0.00000
     70.80,         2,         0,     451.6,   1451.62,    22.199,  -0.00000,  -0.00000,  1620.356,   1.23868,     -1.00,  1.359070,         9,0.00000
     71.00,         2,         0,     456.1,   1456.06,    22.199,  -0.00000,  -0.00000,  1620.108,   1.23867,     -1.00,  1.359070,         9,0.00000
     71.20,         2,         0,     460.5,   1460.50,    22.199,  -0.00000,  -0.00000,  1619.860,   1.23865,     -1.00,  1.359070,         9,0.00000
     71.40,         2,         0,     464.9,   1464.93,    22.199,  -0.00000,  -0.00000,  1619.612,   1.23864,     -1.00,  1.359070,         9,0.00000
     71.60,         2,         0,     469.4,   1469.37,    22.199,  -0.00000,  -0.00000,  1619.365,   1.23863,     -1.00,  1.359070,         9,0.00000
     71.80,         2,         0,     473.8,   1473.81,    22.199,  -0.00000,  -0.00000,  1619.117,   1.23862,     -1.00,  1.359070,         9,0.00000
     72.00,         2,         0,     478.3,   1478.25,    22.199,  -0.00000,  -0.00000,  1618.869,   1.23861,     -1.00,  1.359070,         9,0.00000
     72.20,         2,         0,     482.7,   1482.69,    22.199,  -0.00000,  -0.00000,  1618.621,   1.23860,     -1.00,  1.359070,         9,0.00000
     72.40,         2,         0,     487.1,   1487.13,    22.199,  -0.00000,  -0.00000,  1618.374,   1.23859,     -1.00,  1.359070,         9,0.00000
     72.60,         2,         0,     491.6,   1491.57,    22.199,  -0.00000,  -0.00000,  1618.126,   1.23858,     -1.00,  1.359070,         9,0.00000
     72.80,         2,         0,     496.0,   1496.01,    22.199,  -0.00000,  -0.00000,  1617.878,   1.23857,     -1.00,  1.359070,         9,0.00000
     73.00,         2,         0,     500.5,   1500.45,    22.199,  -0.00000,  -0.00000,  1617.631,   1.23856,     -1.00,  1.359070,         9,0.00000
     73.20,         2,         0,     504.9,   1504.89,    22.199,  -0.00000,  -0.00000,  1617.383,   1.23855,     -1.00,  1.359070,         9,0.00000
     73.40,         2,         0,     509.3,   1509.33,    22.199,  -0.00000,  -0.00000,  1617.135,   1.23854,     -1.00,  1.359070,         9,0.00000
     73.60,         2,         0,     513.8,   1513.77,    22.199,  -0.00000,  -0.00000,  1616.887,   1.23854,     -1.00,  1.359070,         9,0.00000
     73.80,         2,         0,     518.2,   1518.21,    22.199,  -0.00000,  -0.00000,  1616.640,   1.23853,     -1.00,  1.359070,         9,0.00000
     74.00,         2,         0,     522.7,   1522.65,    22.199,  -0.00000,  -0.00000,  1616.392,   1.23852,     -1.00,  1.359070,         9,0.00000
     74.20,         2,         0,     527.1,   1527.09,    22.199,  -0.00000,  -0.00000,  1616.144,   1.23852,     -1.00,  1.359070,         9,0.00000
     74.40,         2,         0,     531.5,   1531.53,    22.199,  -0.00000,  -0.00000,  1615.897,   1.23851,     -1.00,  1.359070,         9,0.00000
     74.60,         2,         0,     536.0,   1535.97,    22.199,  -0.00000,  -0.00000,  1615.649,   1.23851,     -1.00,  1.359070,         9,0.00000
     74.80,         2,         0,     540.4,   1540.41,    22.199,  -0.00000,  -0.00000,  1615.401,   1.23850,     -1.00,  1.359070,         9,0.00000
     75.00,         2,         0,     544.9,   1544.85,    22.199,  -0.00000,  -0.00000,  1615.154,   1.23849,     -1.00,  1.359070,         9,0.00000
     75.20,         2,         0,     549.3,   1549.29,    22.199,  -0.00000,  -0.00000,  1614.906,   1.23849,     -1.00,  1.359070,         9,0.00000
     75.40,         2,         0,     553.7,   1553.73,    22.199,  -0.00000,  -0.00000,  1614.658,   1.23848,     -1.00,  1.359070,         9,0.00000
     75.60,         2,         0,     558.2,   1558.17,    22.199,  -0.00000,  -0.00000,  1614.410,   1.23848,     -1.00,  1.359070,         9,0.00000
     75.80,         2,         0,     562.6,   1562.61,    22.199,  -0.00000,  -0.00000,  1614.163,   1.23848,     -1.00,  1.359070,         9,0.00000
     76.00,         2,         0,     567.0,   1567.05,    22.199,  -0.00000,  -0.00000,  1613.915,   1.23847,     -1.00,  1.359070,         9,0.00000
     76.20,         2,         0,     571.5,   1571.49,    22.199,  -0.00000,  -0.00000,  1613.667,   1.23847,     -1.00,  1.359070,         9,0.00000
     76.40,         2,         0,     575.9,   1575.93,    22.199,  -0.00000,  -0.00000,  1613.420,   1.23846,     -1.00,  1.359070,         9,0.00000
     76.60,         2,         0,     580.4,   1580.37,    22.199,  -0.00000,  -0.00000,  1613.172,   1.23846,     -1.00,  1.359070,         9,0.00000
     76.80,         2,         0,     584.8,   1584.81,    22.199,  -0.00000,  -0.00000,  1612.924,   1.23846,     -1.00,  1.359070,         9,0.00000
     77.00,         2,         0,     589.2,   1589.25,    22.199,  -0.00000,  -0.00000,  1612.677,   1.23845,     -1.00,  1.359070,         9,0.00000
     77.20,         2,         0,     593.7,   1593.69,    22.199,  -0.00000,  -0.00000,  1612.429,   1.23845,     -1.00,  1.359070,         9,0.00000
     77.40,         2,         0,     598.1,   1598.13,    22.199,  -0.00000,  -0.00000,  1612.181,   1.23845,     -1.00,  1.359070,         9,0.00000
     77.60,         2,         0,     602.6,   1602.57,    22.199,  -0.00000,  -0.00000,  1611.934,   1.23844,     -1.00,  1.359070,         9,0.00000
     77.80,         2,         0,     607.0,   1607.01,    22.199,  -0.00000,  -0.00000,  1611.686,   1.23844,     -1.00,  1.359070,         9,0.00000
     78.00,         2,         0,     611.4,   1611.45,    22.199,  -0.00000,  -0.00000,  1611.438,   1.23844,     -1.00,  1.359070,         9,0.00000
     78.20,         2,         0,     615.9,   1615.89,    22.199,  -0.00000,  -0.00000,  1611.190,   1.23844,     -1.00,  1.359070,         9,0.00000
     78.40,         2,         0,     620.3,   1620.33,    22.199,  -0.00000,  -0.00000,  1610.943,   1.23843,     -1.00,  1.359070,         9,0.00000
     78.60,         2,         0,     624.8,   1624.77,    22.199,  -0.00000,  -0.00000,  1610.695,   1.23843,     -1.00,  1.359070,         9,0.00000
     78.80,         2,         0,     629.2,   1629.21,    22.199,  -0.00000,  -0.00000,  1610.447,   1.23843,     -1.00,  1.359070,         9,0.00000
     79.00,         2,         0,     633.6,   1633.64,    22.199,  -0.00000,  -0.00000,  1610.200,   1.23843,     -1.00,  1.359071,         9,0.00000
     79.20,         2,         0,     638.1,   1638.08,    22.199,  -0.00000,  -0.00000,  1609.952,   1.23842,     -1.00,  1.359071,         9,0.00000
     79.40,         2,         0,     642.5,   1642.52,    22.199,  -0.00000,  -0.00000,  1609.704,   1.23842,     -1.00,  1.359071,         9,0.00000
     79.60,         2,         0,     647.0,   1646.96,    22.199,  -0.00000,  -0.00000,  1609.457,   1.23842,     -1.00,  1.359071,         9,0.00000
     79.80,         2,         0,     651.4,   1651.40,    22.199,  -0.00000,  -0.00000,  1609.209,   1.23842,     -1.00,  1.359071,         9,0.00000
     80.00,         2,         0,     655.8,   1655.84,    22.199,  -0.00000,  -0.00000,  1608.961,   1.23842,     -1.00,  1.359071,         9,0.00000
     80.20,         2,         0,     660.3,   1660.28,    22.199,  -0.00000,  -0.00000,  1608.714,   1.23842,     -1.00,  1.359071,         9,0.00000
     80.40,         2,         0,     664.7,   1664.72,    22.199,  -0.00000,  -0.00000,  1608.466,   1.23841,     -1.00,  1.359071,         9,0.00000
     80.60,         2,         0,     669.2,   1669.16,    22.199,  -0.00000,  -0.00000,  1608.218,   1.23841,     -1.00,  1.359071,         9,0.00000
     80.80,         2,         0,     673.6,   1673.60,    22.199,  -0.00000,  -0.00000,  1607.971,   1.23841,     -1.00,  1.359071,         9,0.00000
     81.00,         2,         0,     678.0,   1678.04,    22.199,  -0.00000,  -0.00000,  1607.723,   1.23841,     -1.00,  1.359071,         9,0.00000
     81.20,         2,         0,     682.5,   1682.48,    22.199,  -0.00000,  -0.00000,  1607.475,   1.23841,     -1.00,  1.359071,         9,0.00000
     81.40,         2,         0,     686.9,   1686.92,    22.199,  -0.00000,  -0.00000,  1607.228,   1.23841,     -1.00,  1.359071,         9,0.00000
     81.60,         2,         0,     691.4,   1691.36,    22.199,  -0.00000,  -0.00000,  1606.980,   1.23841,     -1.00,  1.359071,         9,0.00000
     81.80,         2,         0,     695.8,   1695.80,    22.199,  -0.00000,  -0.00000,  1606.732,   1.23841,     -1.00,  1.359071,         9,0.00000
     82.00,         2,         0,     700.2,   1700.24,    22.199,  -0.00000,  -0.00000,  1606.484,   1.23840,     -1.00,  1.359071,         9,0.00000
     82.20,         2,         0,     704.7,   1704.68,    22.199,  -0.00000,  -0.00000,  1606.237,   1.23840,     -1.00,  1.359071,         9,0.00000
     82.40,         2,         0,     709.1,   1709.12,    22.199,  -0.00000,  -0.00000,  1605.989,   1.23840,     -1.00,  1.359071,         9,0.00000
     82.60,         2,         0,     713.6,   1713.56,    22.199,  -0.00000,  -0.00000,  1605.741,   1.23840,     -1.00,  1.359071,         9,0.00000
     82.80,         2,         0,     718.0,   1718.00,    22.199,  -0.00000,  -0.00000,  1605.494,   1.23840,     -1.00,  1.359071,         9,0.00000
     83.00,         2,         0,     722.4,   1722.44,    22.199,  -0.00000,  -0.00000,  1605.246,   1.23840,     -1.00,  1.359071,         9,0.00000
     83.20,         2,         0,     726.9,   1726.88,    22.199,  -0.00000,  -0.00000,  1604.998,   1.23840,     -1.00,  1.359071,         9,0.00000
     83.40,         2,         0,     731.3,   1731.32,    22.199,  -0.00000,  -0.00000,  1604.751,   1.23840,     -1.00,  1.359071,         9,0.00000
     83.60,         2,         0,     735.8,   1735.76,    22.199,  -0.00000,  -0.00000,  1604.503,   1.23840,     -1.00,  1.359071,         9,0.00000
     83.80,         2,         0,     740.2,   1740.20,    22.199,  -0.00000,  -0.00000,  1604.255,   1.23840,     -1.00,  1.359071,         9,0.00000
     84.00,         2,         0,     744.6,   1744.64,    22.199,  -0.00000,  -0.00000,  1604.008,   1.23840,     -1.00,  1.359071,         9,0.00000
     84.20,         2,         0,     749.1,   1749.08,    22.199,  -0.00000,  -0.00000,  1603.760,   1.23840,     -1.00,  1.359071,         9,0.00000
     84.40,         2,         0,     753.5,   1753.52,    22.199,  -0.00000,  -0.00000,  1603.512,   1.23840,     -1.00,  1.359071,         9,0.00000
     84.60,         2,         0,     758.0,   1757.96,    22.199,  -0.00000,  -0.00000,  1603.265,   1.23839,     -1.00,  1.359071,         9,0.00000
     84.80,         2,         0,     762.4,   1762.40,    22.199,  -0.00000,  -0.00000,  1603.017,   1.23839,     -1.00,  1.359071,         9,0.00000
     85.00,         2,         0,     766.8,   1766.84,    22.199,  -0.00000,  -0.00000,  1602.769,   1.23839,     -1.00,  1.359071,         9,0.00000
     85.20,         2,         0,     771.3,   1771.28,    22.199,  -0.00000,  -0.00000,  1602.522,   1.23839,     -1.00,  1.359071,         9,0.00000
     85.40,         2,         0,     775.7,   1775.72,    22.199,  -0.00000,  -0.00000,  1602.274,   1.23839,     -1.00,  1.359071,         9,0.00000
     85.60,         2,         0,     780.2,   1780.16,    22.199,  -0.00000,  -0.00000,  1602.026,   1.23839,     -1.00,  1.359071,         9,0.00000
     85.80,         2,         0,     784.6,   1784.60,    22.199,  -0.00000,  -0.00000,  1601.779,   1.23839,     -1.00,  1.359071,         9,0.00000
     86.00,         2,         0,     789.0,   1789.04,    22.199,  -0.00000,  -0.00000,  1601.531,   1.23839,     -1.00,  1.359071,         9,0.00000
     86.20,         2,         0,     793.5,   1793.48,    22.199,  -0.00000,  -0.00000,  1601.283,   1.23839,     -1.00,  1.359071,         9,0.00000
     86.40,         2,         0,     797.9,   1797.92,    22.199,  -0.00000,  -0.00000,  1601.036,   1.23839,     -1.00,  1.359071,         9,0.00000
     86.60,         2,         0,     802.4,   1802.35,    22.199,  -0.00000,  -0.00000,  1600.788,   1.23839,     -1.00,  1.359071,         9,0.00000
