# Movsim.org example data for fuel consumption modeling
# Source: Ostfalia Hochschule - Institute of Traffic Management http://www.ostfalia.de/cms/en/ifvm
# Wednesday,22,April,2009,12:32:39
# 03G 906 021 KH ,,"R4 1,9L EDC G000SG  8984",,
#,Group A:,'015,,,,Group B:,'006,,,,Group C:, Not Running,,,,,,,Gemessener,,,
#,,UPM,Drehmoment,Kraftstoffverbr,Drehmoment,,Drehzahl,Bin/Bits,Last,Bin/Bits,,,Zeitschritte,Zeit,Zeit,Weg,Geschwindigkeit,Beschleunigung,Verbrauch VAGCOM,,,
#,,UPM,Torque,Fuel Consumption,Torque,,number of rotations,Bin/Bits,Load,Bin/Bits,,,Timestep,Time,Time,Position,Speed,Acceleration,Consumption VAGCOM,,,,,,,,,,,,,,,,,,,,
#,TIME,,,,,TIME,,,,,TIME,,dt,t,t,s,v,a,bs,,v,v
#MARKER, STAMP, /min, Nm, l/h, Nm,STAMP, km/h,,%,,STAMP,,s,h,min,km,km/h,m/s2,l,,km/h,m/s
,328.16,1050,80.5,1.8,80.5,328.38,49,1000,16.9,0,,,0.45,0.09,5.26,3.77,48,0.31,0.15,,48.02,13.34
,328.6,1050,73.2,1.6,73.2,328.83,50,1000,13.3,0,,,0.44,0.09,5.26,3.78,49,0.00,0.15,,49,13.61
,329.05,1071,65.9,1.4,65.9,329.28,50,1000,12.5,0,,,0.45,0.09,5.27,3.78,49,0.00,0.15,,49,13.61
,329.5,1071,63.4,1.4,63.4,329.72,50,1000,12.5,0,,,0.45,0.09,5.28,3.79,49,0.00,0.15,,49,13.61
,329.95,1071,61,1.4,61,330.17,50,1000,12.5,0,,,0.45,0.09,5.29,3.79,49,0.31,0.15,,49,13.61
,330.4,1092,63.4,1.4,63.4,330.62,50,1000,12.9,0,,,0.45,0.09,5.29,3.80,49,0.31,0.15,,49,13.61
,330.84,1092,61,1.4,58.6,331.07,51,1000,11,0,,,0.44,0.09,5.30,3.81,50,0.00,0.15,,49.98,13.88
,331.29,1092,51.2,1.2,51.2,331.52,51,1000,8.6,0,,,0.45,0.09,5.31,3.81,50,0.00,0.15,,49.98,13.88
,331.74,1071,34.2,0.8,22,331.96,51,1000,0,0,,,0.45,0.09,5.32,3.82,50,-0.31,0.15,,49.98,13.88
,332.19,1071,0,0,0,332.41,51,1000,0,0,,,0.45,0.09,5.32,3.82,50,-0.31,0.15,,49.98,13.88
,332.63,1071,0,0,0,332.86,50,1000,0.4,0,,,0.44,0.09,5.33,3.83,49,0.00,0.15,,49,13.61
,333.08,1092,17.1,0.2,22,333.31,50,1000,5.9,0,,,0.45,0.09,5.34,3.84,49,0.00,0.15,,49,13.61
,333.53,1071,31.7,0.6,31.7,333.75,50,1000,5.9,0,,,0.45,0.09,5.35,3.84,49,0.00,0.15,,49,13.61
,333.98,1071,31.7,0.6,31.7,334.2,50,1000,6.3,0,,,0.45,0.09,5.35,3.85,49,0.00,0.15,,49,13.61
,334.43,1092,43.9,1,46.4,334.65,50,1000,12.5,0,,,0.45,0.09,5.36,3.86,49,0.00,0.15,,49,13.61
,334.87,1071,75.6,1.8,80.5,335.1,50,1000,18.8,0,,,0.44,0.09,5.37,3.86,49,0.00,0.15,,49,13.61
,335.32,1071,85.4,2,85.4,335.55,50,1000,17.6,0,,,0.45,0.09,5.38,3.87,49,0.30,0.15,,49,13.61
,335.77,1092,78.1,1.8,78.1,335.99,50,1000,16.5,0,,,0.45,0.09,5.38,3.87,49,0.30,0.15,,49,13.61
,336.22,1092,78.1,1.8,80.5,336.44,51,1000,18.8,0,,,0.45,0.09,5.39,3.88,50,0.31,0.15,,49.98,13.88
,336.67,1092,83,2,83,336.89,51,1000,16.1,0,,,0.45,0.09,5.40,3.89,50,0.31,0.15,,49.98,13.88
,337.11,1092,70.8,1.6,68.3,337.34,52,1000,14.9,0,,,0.44,0.09,5.41,3.89,51,0.00,0.15,,50.96,14.16
,337.56,1113,68.3,1.6,68.3,337.79,52,1000,12.5,0,,,0.45,0.09,5.41,3.90,51,0.00,0.15,,50.96,14.16
,338.01,1113,53.7,1.2,51.2,338.23,52,1000,9,0,,,0.45,0.09,5.42,3.91,51,0.00,0.15,,50.96,14.16
,338.46,1113,39,0.8,36.6,338.68,52,1000,4.3,0,,,0.45,0.09,5.43,3.91,51,0.00,0.15,,50.96,14.16
,338.91,1113,17.1,0.2,14.6,339.13,52,1000,3.1,0,,,0.45,0.09,5.44,3.92,51,-0.31,0.15,,50.96,14.16
,339.35,1113,19.5,0.4,19.5,339.58,52,1000,4.3,0,,,0.44,0.09,5.44,3.92,51,-0.30,0.15,,50.96,14.16
,339.8,1092,26.8,0.4,26.8,340.03,51,1000,8.6,0,,,0.45,0.09,5.45,3.93,50,0.00,0.15,,49.98,13.88
,340.25,1113,51.2,1.2,51.2,340.47,51,1000,11.4,0,,,0.45,0.09,5.46,3.94,50,0.00,0.15,,49.98,13.88
,340.7,1092,56.1,1.2,56.1,340.92,51,1000,11.4,0,,,0.45,0.09,5.47,3.94,50,0.31,0.15,,49.98,13.88
,341.15,1092,56.1,1.2,56.1,341.37,51,1000,12.9,0,,,0.45,0.09,5.47,3.95,50,0.31,0.15,,49.98,13.88
,341.59,1113,63.4,1.4,65.9,341.82,52,1000,14.9,0,,,0.44,0.09,5.48,3.96,51,0.00,0.15,,50.96,14.16
,342.04,1113,68.3,1.6,68.3,342.27,52,1000,14.9,0,,,0.45,0.09,5.49,3.96,51,0.00,0.15,,50.96,14.16
,342.49,1113,65.9,1.6,65.9,342.71,52,1000,15.3,0,,,0.45,0.09,5.50,3.97,51,0.00,0.15,,50.96,14.16
,342.94,1113,70.8,1.6,68.3,343.18,52,1000,14.9,0,,,0.45,0.09,5.50,3.97,51,0.00,0.15,,50.96,14.16
,343.4,1113,68.3,1.6,65.9,343.63,52,1000,15.3,0,,,0.46,0.09,5.51,3.98,51,0.00,0.15,,50.96,14.16
,343.87,1113,68.3,1.6,68.3,344.09,52,1000,15.7,0,,,0.47,0.09,5.52,3.99,51,0.00,0.15,,50.96,14.16
,344.31,1113,68.3,1.6,70.8,344.55,52,1000,18,0,,,0.44,0.09,5.53,3.99,51,0.00,0.15,,50.96,14.16
,344.78,1113,78.1,2,80.5,345,52,1000,18,0,,,0.47,0.09,5.53,4.00,51,0.00,0.15,,50.96,14.16
,345.24,1113,78.1,2,80.5,345.46,52,1000,17.6,0,,,0.46,0.09,5.54,4.01,51,0.00,0.15,,50.96,14.16
,345.69,1113,75.6,1.8,73.2,345.93,52,1000,15.7,0,,,0.45,0.09,5.55,4.01,51,0.00,0.15,,50.96,14.16
,346.15,1113,68.3,1.6,68.3,346.38,52,1000,14.9,0,,,0.46,0.09,5.56,4.02,51,0.00,0.15,,50.96,14.16
,346.6,1134,65.9,1.6,65.9,346.82,52,1000,14.9,0,,,0.45,0.09,5.56,4.03,51,0.00,0.15,,50.96,14.16
,347.05,1113,65.9,1.6,65.9,347.29,52,1000,14.9,0,,,0.45,0.09,5.57,4.03,51,0.00,0.15,,50.96,14.16
,347.51,1113,65.9,1.6,65.9,347.74,52,1000,14.9,0,,,0.46,0.09,5.58,4.04,51,0.00,0.15,,50.96,14.16
,347.96,1113,65.9,1.6,65.9,348.18,52,1000,14.9,0,,,0.45,0.09,5.59,4.05,51,0.00,0.15,,50.96,14.16
,348.41,1113,65.9,1.6,65.9,348.63,52,1000,14.5,0,,,0.45,0.09,5.59,4.05,51,0.00,0.15,,50.96,14.16
,348.86,1113,73.2,1.8,75.6,349.08,52,1000,17.6,0,,,0.45,0.09,5.60,4.06,51,0.00,0.15,,50.96,14.16
,349.3,1113,78.1,1.8,78.1,349.53,52,1000,16.9,0,,,0.44,0.09,5.61,4.06,51,0.00,0.15,,50.96,14.16
,349.75,1113,73.2,1.8,73.2,349.98,52,1000,16.5,0,,,0.45,0.09,5.62,4.07,51,0.00,0.16,,50.96,14.16
,350.2,1113,70.8,1.6,70.8,350.42,52,1000,14.9,0,,,0.45,0.09,5.62,4.08,51,0.00,0.16,,50.96,14.16
,350.65,1113,68.3,1.6,68.3,350.87,52,1000,14.1,0,,,0.45,0.09,5.63,4.08,51,0.00,0.16,,50.96,14.16
,351.1,1113,63.4,1.4,63.4,351.32,52,1000,14.1,0,,,0.45,0.09,5.64,4.09,51,0.00,0.16,,50.96,14.16
,351.54,1113,58.6,1.4,58.6,351.77,52,1000,11.4,0,,,0.44,0.09,5.65,4.10,51,0.00,0.16,,50.96,14.16
,352.01,1113,53.7,1.2,53.7,352.23,52,1000,11.4,0,,,0.47,0.09,5.65,4.10,51,0.00,0.16,,50.96,14.16
,352.46,1113,53.7,1.2,53.7,352.68,52,1000,6.7,0,,,0.45,0.09,5.66,4.11,51,-0.31,0.16,,50.96,14.16
,352.9,1071,22,0.4,17.1,353.13,52,1000,0,0,,,0.44,0.09,5.67,4.12,51,-0.30,0.16,,50.96,14.16
,353.35,1092,0,0,0,353.58,51,1000,0,0,,,0.45,0.09,5.68,4.12,50,-0.30,0.16,,49.98,13.88
,353.8,1050,0,0,0,354.02,51,1100,0,0,,,0.45,0.09,5.68,4.13,50,-0.30,0.16,,49.98,13.88
,354.25,798,39,0.6,0,354.47,50,1100,0,0,,,0.45,0.09,5.69,4.13,49,-0.31,0.16,,49,13.61
,354.7,819,39,0.6,0,354.92,50,1100,0,0,,,0.45,0.09,5.70,4.14,49,-0.61,0.16,,49,13.61
,355.14,1197,0,0,0,355.37,49,1100,0,0,,,0.44,0.10,5.71,4.15,48,-0.30,0.16,,48.02,13.34
,355.59,1323,0,0,0,355.82,48,1100,0,0,,,0.45,0.10,5.71,4.15,47,-0.30,0.16,,47.04,13.07
,356.04,1323,0,0,0,356.26,48,1000,0,0,,,0.45,0.10,5.72,4.16,47,-0.61,0.16,,47.04,13.07
,356.49,1302,0,0,0,356.71,47,1000,0,0,,,0.45,0.10,5.73,4.16,46,-0.61,0.16,,46.06,12.79
,356.93,1281,0,0,0,357.16,46,1000,0,0,,,0.44,0.10,5.74,4.17,45,-0.30,0.16,,45.08,12.52
,357.38,1260,0,0,0,357.61,45,1000,0,0,,,0.45,0.10,5.74,4.17,44,-0.30,0.16,,44.1,12.25
,357.83,1239,0,0,0,358.05,45,1000,0,0,,,0.45,0.10,5.75,4.18,44,-0.60,0.16,,44.1,12.25
,358.28,1218,0,0,0,358.5,44,1000,0,0,,,0.45,0.10,5.76,4.19,43,-0.61,0.16,,43.12,11.98
,358.73,1197,0,0,0,358.95,43,1011,0,0,,,0.45,0.10,5.77,4.19,42,-0.92,0.16,,42.14,11.71
,359.17,1155,0,0,0,359.4,42,1011,0,0,,,0.44,0.10,5.77,4.20,41,-1.51,0.16,,41.16,11.43
,359.62,1092,4.9,0,0,359.85,40,1111,0,0,,,0.45,0.10,5.78,4.20,39,-1.51,0.16,,39.2,10.89
,360.07,798,36.6,0.6,0,360.29,37,1111,0,0,,,0.45,0.10,5.79,4.21,36,-1.51,0.16,,36.26,10.07
,360.52,819,41.5,0.6,0,360.74,35,1111,0,0,,,0.45,0.10,5.80,4.21,34,-1.53,0.16,,34.3,9.53
,360.97,1050,0,0,0,361.19,32,1111,0,0,,,0.45,0.10,5.80,4.21,31,-1.22,0.16,,31.36,8.71
,361.41,1155,0,0,0,361.64,30,1111,0,0,,,0.44,0.10,5.81,4.22,29,-1.51,0.16,,29.4,8.17
,361.86,1008,0,0,0,362.09,28,1111,0,0,,,0.45,0.10,5.82,4.22,27,-1.51,0.16,,27.44,7.62
,362.31,777,41.5,0.6,0,362.53,25,1111,0,0,,,0.45,0.10,5.83,4.22,25,-1.51,0.16,,24.5,6.81
,362.76,798,39,0.6,0,362.98,23,1111,0,0,,,0.45,0.10,5.83,4.23,23,-1.53,0.16,,22.54,6.26
,363.21,819,41.5,0.6,0,363.43,20,1111,0,0,,,0.45,0.10,5.84,4.23,20,-1.22,0.16,,19.6,5.44
,363.65,819,41.5,0.6,0,363.88,18,1111,0,0,,,0.44,0.10,5.85,4.23,18,-0.91,0.16,,17.64,4.90
,364.1,819,41.5,0.6,0,364.33,16,1111,0,0,,,0.45,0.10,5.86,4.23,16,-0.91,0.16,,15.68,4.36
,364.55,819,41.5,0.6,0,364.77,15,1111,0,0,,,0.45,0.10,5.86,4.23,15,-1.21,0.16,,14.7,4.08
,365,819,41.5,0.6,0,365.22,13,1011,0,0,,,0.45,0.10,5.87,4.24,13,-1.20,0.16,,12.74,3.54
,365.45,819,41.5,0.6,0,365.67,11,1011,0,0,,,0.45,0.10,5.88,4.24,11,-0.90,0.16,,10.78,2.99
,365.91,819,41.5,0.6,0,366.13,9,1011,0,0,,,0.46,0.10,5.89,4.24,9,-0.91,0.16,,8.82,2.45
,366.36,819,41.5,0.6,0,366.58,8,1011,0,0,,,0.45,0.10,5.89,4.24,8,-0.92,0.16,,7.84,2.18
,366.81,840,39,0.6,0,367.03,6,1011,0,0,,,0.45,0.10,5.90,4.24,6,-0.61,0.16,,5.88,1.63
,367.25,819,39,0.6,0,367.48,5,1011,0,0,,,0.44,0.10,5.91,4.24,5,-0.91,0.16,,4.9,1.36
,367.7,819,39,0.6,0,367.93,4,1011,0,0,,,0.45,0.10,5.92,4.24,4,-0.91,0.16,,3.92,1.09
,368.15,819,41.5,0.6,0,368.37,2,1011,0,0,,,0.45,0.10,5.92,4.24,2,-0.61,0.16,,1.96,0.54
,368.6,819,41.5,0.6,0,368.82,1,1011,0,0,,,0.45,0.10,5.93,4.24,1,-0.31,0.16,,0.98,0.27
,369.04,819,41.5,0.6,0,369.27,0,1011,0,0,,,0.44,0.10,5.94,4.24,0,0.00,0.16,,0,0.00
,369.49,819,41.5,0.6,0,369.72,0,1011,0,0,,,0.45,0.10,5.95,4.24,0,0.00,0.16,,0,0.00
,369.94,819,41.5,0.6,0,370.16,0,1011,0,0,,,0.45,0.10,5.95,4.24,0,0.00,0.16,,0,0.00
,370.39,840,39,0.6,0,370.61,0,1011,0,0,,,0.45,0.10,5.96,4.24,0,0.00,0.16,,0,0.00
,370.84,819,41.5,0.6,0,371.06,0,1011,0,0,,,0.45,0.10,5.97,4.24,0,0.00,0.16,,0,0.00
,371.28,819,41.5,0.6,0,371.51,0,1011,0,0,,,0.44,0.10,5.98,4.24,0,0.00,0.16,,0,0.00
,371.73,819,41.5,0.6,0,371.96,0,1011,0,0,,,0.45,0.10,5.98,4.24,0,0.00,0.16,,0,0.00
,372.18,819,41.5,0.6,0,372.4,0,1011,0,0,,,0.45,0.10,5.99,4.24,0,0.00,0.16,,0,0.00
,372.63,819,41.5,0.6,0,372.85,0,1011,0,0,,,0.45,0.10,6.00,4.24,0,0.00,0.16,,0,0.00
,373.08,819,41.5,0.6,0,373.3,0,1011,0,0,,,0.45,0.10,6.01,4.24,0,0.00,0.16,,0,0.00
,373.52,819,41.5,0.6,0,373.75,0,1111,0,0,,,0.44,0.10,6.01,4.24,0,0.00,0.16,,0,0.00
,373.97,819,41.5,0.6,0,374.2,0,1100,0,0,,,0.45,0.10,6.02,4.24,0,0.00,0.16,,0,0.00
,374.42,840,39,0.6,0,374.64,0,1100,0,0,,,0.45,0.10,6.03,4.24,0,0.00,0.16,,0,0.00
,374.87,819,41.5,0.6,0,375.09,0,1100,0,0,,,0.45,0.10,6.04,4.24,0,0.00,0.16,,0,0.00
,375.32,840,39,0.6,0,375.54,0,1100,0,0,,,0.45,0.10,6.04,4.24,0,0.00,0.16,,0,0.00
,375.76,819,41.5,0.6,0,375.99,0,1100,0,0,,,0.44,0.10,6.05,4.24,0,0.00,0.16,,0,0.00
,376.21,819,41.5,0.6,0,376.44,0,1100,0,0,,,0.45,0.10,6.06,4.24,0,0.00,0.16,,0,0.00
,376.66,819,41.5,0.6,0,376.88,0,1100,0,0,,,0.45,0.10,6.07,4.24,0,0.00,0.16,,0,0.00
,377.11,819,41.5,0.6,0,377.33,0,1100,0,0,,,0.45,0.10,6.07,4.24,0,0.00,0.16,,0,0.00
,377.56,819,46.4,0.8,0,377.78,0,1100,0,0,,,0.45,0.10,6.08,4.24,0,0.00,0.16,,0,0.00
,378,819,46.4,0.8,0,378.23,0,1100,0,0,,,0.44,0.10,6.09,4.24,0,0.30,0.16,,0,0.00
,378.45,819,48.8,0.8,0,378.68,0,1100,0,0,,,0.45,0.10,6.10,4.24,0,0.30,0.16,,0,0.00
,378.9,819,46.4,0.8,0,379.12,1,1100,0,0,,,0.45,0.10,6.10,4.24,1,0.30,0.16,,0.98,0.27
,379.35,840,43.9,0.6,0,379.57,1,1100,0,0,,,0.45,0.10,6.11,4.24,1,0.61,0.16,,0.98,0.27
,379.8,1008,58.6,1.2,53.7,380.02,2,1100,6.3,0,,,0.45,0.10,6.12,4.24,2,0.61,0.16,,1.96,0.54
,380.24,987,56.1,1.2,29.3,380.47,3,1100,0,0,,,0.44,0.10,6.13,4.24,3,0.30,0.16,,2.94,0.82
,380.69,861,39,0.6,0,380.91,4,1100,0,0,,,0.45,0.10,6.13,4.24,4,0.00,0.16,,3.92,1.09
,381.14,861,36.6,0.6,0,381.36,4,1100,0,0,,,0.45,0.10,6.14,4.24,4,0.00,0.16,,3.92,1.09
,381.59,861,36.6,0.6,0,381.81,4,1100,0,0,,,0.45,0.10,6.15,4.24,4,0.31,0.16,,3.92,1.09
,382.03,819,43.9,0.6,0,382.26,4,1100,9.8,0,,,0.44,0.10,6.16,4.24,4,0.91,0.16,,3.92,1.09
,382.48,1050,90.3,2,87.8,382.71,5,1100,20,0,,,0.45,0.10,6.16,4.25,5,1.51,0.16,,4.9,1.36
,382.93,1071,107.4,2.6,107.4,383.15,7,1100,25.5,0,,,0.45,0.10,6.17,4.25,7,1.81,0.16,,6.86,1.91
,383.38,1218,119.6,3.4,134.2,383.6,10,1100,41.6,0,,,0.45,0.10,6.18,4.25,10,1.53,0.16,,9.8,2.72
,383.83,1575,144,5.2,139.1,384.05,13,1100,18,0,,,0.45,0.10,6.19,4.25,13,0.61,0.16,,12.74,3.54
,384.27,1470,12.2,0.2,0,384.5,15,1100,0,0,,,0.44,0.10,6.19,4.25,15,0.60,0.16,,14.7,4.08
,384.72,945,78.1,1.2,85.4,384.95,15,1100,47.5,0,,,0.45,0.10,6.20,4.25,15,1.51,0.16,,14.7,4.08
,385.17,1092,183,5.4,253.8,385.39,17,1100,56.9,0,,,0.45,0.10,6.21,4.25,17,1.81,0.16,,16.66,4.63
,385.62,1260,207.4,6.2,270.8,385.84,20,1000,60,0,,,0.45,0.10,6.21,4.26,20,2.14,0.16,,19.6,5.44
,386.07,1470,229.4,7.8,246.4,386.29,23,1000,60,0,,,0.45,0.10,6.22,4.26,23,2.14,0.16,,22.54,6.26
,386.51,1701,224.5,8.6,214.7,386.74,27,1000,55.3,0,,,0.44,0.10,6.23,4.26,26,1.21,0.17,,26.46,7.35
,386.96,1848,117.1,5.4,75.6,387.19,30,1100,0,0,,,0.45,0.10,6.24,4.27,29,0.60,0.17,,29.4,8.17
,387.41,1575,2.4,0,0,387.63,31,1100,24.7,0,,,0.45,0.10,6.24,4.27,30,0.91,0.17,,30.38,8.44
,387.86,1302,200.1,6,229.4,388.08,32,1000,54.5,0,,,0.45,0.10,6.25,4.27,31,1.22,0.17,,31.36,8.71
,388.31,1344,222,7.2,224.5,388.53,34,1000,46.7,0,,,0.45,0.10,6.26,4.28,33,1.22,0.17,,33.32,9.26
,388.75,1428,156.2,5.4,146.4,388.98,36,1000,39.6,0,,,0.44,0.10,6.27,4.28,35,0.91,0.17,,35.28,9.80
,389.2,1491,131.8,4.4,129.3,389.43,38,1000,32.2,0,,,0.45,0.10,6.27,4.29,37,0.30,0.17,,37.24,10.34
,389.65,1512,85.4,3,75.6,389.87,39,1000,20.8,0,,,0.45,0.10,6.28,4.29,38,0.30,0.17,,38.22,10.62
,390.1,1554,61,2.2,61,390.32,39,1000,19.6,0,,,0.45,0.10,6.29,4.30,38,0.31,0.17,,38.22,10.62
,390.55,1554,53.7,1.8,51.2,390.77,40,1000,12.9,0,,,0.45,0.10,6.30,4.30,39,-0.31,0.17,,39.2,10.89
,390.99,1512,26.8,0.8,2.4,391.22,40,1000,0,0,,,0.44,0.11,6.30,4.31,39,-0.30,0.17,,39.2,10.89
,391.44,1491,0,0,0,391.67,39,1000,7.5,0,,,0.45,0.11,6.31,4.31,38,0.00,0.17,,38.22,10.62
,391.89,1512,34.2,1,48.8,392.11,39,1000,19.2,0,,,0.45,0.11,6.32,4.32,38,0.00,0.17,,38.22,10.62
,392.34,1512,53.7,1.8,58.6,392.56,39,1000,18.8,0,,,0.45,0.11,6.33,4.32,38,0.00,0.17,,38.22,10.62
,392.78,1512,51.2,1.8,48.8,393.01,39,1000,16.9,0,,,0.44,0.11,6.33,4.33,38,0.00,0.17,,38.22,10.62
,393.23,1533,48.8,1.6,48.8,393.46,39,1000,18,0,,,0.45,0.11,6.34,4.33,38,0.30,0.17,,38.22,10.62
,393.68,1533,53.7,1.8,56.1,393.9,39,1000,22.4,0,,,0.45,0.11,6.35,4.34,38,0.30,0.17,,38.22,10.62
,394.13,1554,65.9,2.2,68.3,394.35,40,1000,24.7,0,,,0.45,0.11,6.36,4.34,39,0.00,0.17,,39.2,10.89
,394.58,1554,73.2,2.6,73.2,394.8,40,1000,26.7,0,,,0.45,0.11,6.36,4.35,39,0.31,0.17,,39.2,10.89
,395.02,1575,78.1,2.8,78.1,395.25,40,1000,28.2,0,,,0.44,0.11,6.37,4.35,39,0.60,0.17,,39.2,10.89
,395.47,1617,85.4,3.2,87.8,395.7,41,1000,30.2,0,,,0.45,0.11,6.38,4.36,40,0.30,0.17,,40.18,11.16
,395.92,1638,87.8,3.4,87.8,396.14,42,1000,29.8,0,,,0.45,0.11,6.39,4.36,41,0.30,0.17,,41.16,11.43
,396.37,1659,97.6,3.6,107.4,396.59,42,1000,37.6,0,,,0.45,0.11,6.39,4.37,41,0.61,0.17,,41.16,11.43
,396.82,1680,112.2,4.4,112.2,397.04,43,1000,40,0,,,0.45,0.11,6.40,4.37,42,0.61,0.17,,42.14,11.71
,397.26,1722,122,4.8,124.4,397.49,44,1000,38.8,0,,,0.44,0.11,6.41,4.38,43,0.60,0.17,,43.12,11.98
,397.71,1764,112.2,4.6,107.4,397.94,45,1000,33.3,0,,,0.45,0.11,6.42,4.38,44,0.30,0.17,,44.1,12.25
,398.16,1764,51.2,2,19.5,398.38,46,1100,0,0,,,0.45,0.11,6.42,4.39,45,-0.30,0.18,,45.08,12.52
,398.61,1491,4.9,0,0,398.83,46,1100,0,0,,,0.45,0.11,6.43,4.39,45,-0.31,0.18,,45.08,12.52
,399.06,1008,0,0,0,399.28,45,1100,0,0,,,0.45,0.11,6.44,4.40,44,-0.31,0.18,,44.1,12.25
,399.5,1239,7.3,0.2,0,399.73,45,1000,0,0,,,0.44,0.11,6.45,4.40,44,-0.30,0.18,,44.1,12.25
,399.95,1239,0,0,0,400.18,44,1000,7.8,0,,,0.45,0.11,6.45,4.41,43,0.00,0.18,,43.12,11.98
,400.42,1218,41.5,1,65.9,400.64,44,1000,25.1,0,,,0.47,0.11,6.46,4.41,43,0.00,0.18,,43.12,11.98
,400.86,1218,97.6,2.6,109.8,401.09,44,1000,28.2,0,,,0.44,0.11,6.47,4.42,43,0.30,0.18,,43.12,11.98
,401.31,1239,107.4,3,107.4,401.54,44,1000,28.6,0,,,0.45,0.11,6.48,4.43,43,0.30,0.18,,43.12,11.98
,401.76,1260,114.7,3.2,119.6,401.98,45,1000,35.3,0,,,0.45,0.11,6.48,4.43,44,0.30,0.18,,44.1,12.25
,402.21,1281,129.3,3.8,131.8,402.43,45,1000,36.5,0,,,0.45,0.11,6.49,4.44,44,0.60,0.18,,44.1,12.25
,402.66,1302,131.8,4,129.3,402.9,46,1000,34.5,0,,,0.45,0.11,6.50,4.44,45,0.59,0.18,,45.08,12.52
,403.12,1323,122,3.6,119.6,403.34,47,1000,32.5,0,,,0.46,0.11,6.51,4.45,46,0.30,0.18,,46.06,12.79
,403.58,1344,117.1,3.6,114.7,403.81,48,1000,32.2,0,,,0.46,0.11,6.51,4.45,47,0.30,0.18,,47.04,13.07
,404.03,1344,114.7,3.6,112.2,404.27,48,1000,32.2,0,,,0.45,0.11,6.52,4.46,47,0.59,0.18,,47.04,13.07
,404.49,1365,112.2,3.6,112.2,404.72,49,1000,31.8,0,,,0.46,0.11,6.53,4.47,48,0.30,0.18,,48.02,13.34
,404.96,1386,109.8,3.4,109.8,405.18,50,1000,28.6,0,,,0.47,0.11,6.54,4.47,49,0.00,0.18,,49,13.61
,405.41,1407,95.2,3,87.8,405.65,50,1000,18.8,0,,,0.45,0.11,6.54,4.48,49,0.00,0.18,,49,13.61
,405.87,1407,48.8,1.4,46.4,406.09,50,1000,6.3,0,,,0.46,0.11,6.55,4.48,49,0.00,0.18,,49,13.61
,406.32,1344,24.4,0.6,0,406.54,50,1000,0,0,,,0.45,0.11,6.56,4.49,49,-0.31,0.18,,49,13.61
,406.77,1386,0,0,0,406.99,50,1000,9.8,0,,,0.45,0.11,6.57,4.50,49,-0.31,0.18,,49,13.61
,407.21,1365,34.2,0.8,34.2,407.44,49,1000,10.2,0,,,0.44,0.11,6.57,4.50,48,-0.30,0.18,,48.02,13.34
,407.66,1344,36.6,0.8,34.2,407.89,49,1000,10.6,0,,,0.45,0.11,6.58,4.51,48,-0.30,0.18,,48.02,13.34
,408.11,1344,39,1,36.6,408.33,48,1000,11.8,0,,,0.45,0.11,6.59,4.51,47,0.00,0.18,,47.04,13.07
,408.56,1344,41.5,1,39,408.78,48,1000,11.8,0,,,0.45,0.11,6.60,4.52,47,0.00,0.18,,47.04,13.07
,409.01,1323,41.5,1,43.9,409.23,48,1000,16.5,0,,,0.45,0.11,6.60,4.53,47,0.00,0.18,,47.04,13.07
,409.45,1344,56.1,1.6,58.6,409.68,48,1000,14.9,0,,,0.44,0.11,6.61,4.53,47,-0.30,0.18,,47.04,13.07
,409.9,1323,46.4,1.2,46.4,410.13,48,1000,0,0,,,0.45,0.11,6.62,4.54,47,-0.30,0.18,,47.04,13.07
,410.35,1323,7.3,0.2,0,410.57,47,1000,0,0,,,0.45,0.11,6.63,4.54,46,-0.30,0.18,,46.06,12.79
,410.8,1302,0,0,0,411.02,47,1000,0,0,,,0.45,0.11,6.63,4.55,46,-0.31,0.18,,46.06,12.79
,411.25,1281,0,0,0,411.47,46,1000,0,0,,,0.45,0.11,6.64,4.56,45,-0.31,0.18,,45.08,12.52
,411.69,1260,0,0,0,411.92,46,1000,0,0,,,0.44,0.11,6.65,4.56,45,-0.60,0.18,,45.08,12.52
,412.14,1239,0,0,0,412.37,45,1000,2.7,0,,,0.45,0.11,6.66,4.57,44,-0.30,0.18,,44.1,12.25
,412.59,1239,14.6,0.2,17.1,412.81,44,1000,7.8,0,,,0.45,0.11,6.66,4.57,43,-0.30,0.18,,43.12,11.98
,413.04,1218,31.7,0.6,34.2,413.26,44,1000,11.8,0,,,0.45,0.11,6.67,4.58,43,-0.31,0.18,,43.12,11.98
,413.49,1218,56.1,1.4,56.1,413.71,43,1000,18.8,0,,,0.45,0.11,6.68,4.58,42,0.30,0.18,,42.14,11.71
,413.93,1218,85.4,2.2,92.7,414.16,43,1000,28.6,0,,,0.44,0.11,6.69,4.59,42,0.30,0.18,,42.14,11.71
,414.4,1218,112.2,3.2,112.2,414.62,44,1000,30.2,0,,,0.47,0.11,6.69,4.59,43,0.31,0.18,,43.12,11.98
,414.85,1239,112.2,3.2,112.2,415.07,44,1000,30.2,0,,,0.45,0.11,6.70,4.60,43,0.60,0.18,,43.12,11.98
,415.29,1260,112.2,3.2,112.2,415.52,45,1000,32.9,0,,,0.44,0.11,6.71,4.60,44,0.30,0.18,,44.1,12.25
