# Movsim.org example data for fuel consumption modeling # Source: Ostfalia Hochschule - Institute of Traffic Management http://www.ostfalia.de/cms/en/ifvm
#line,Date,Time,TimeDiff,,,,,,,V [ktn],V [km/h],,,,,,,Height [m],,Avg Height [m],Position [m],Position [km],Slope [%],alpha [rad],acc,time [min],v,v
,,,,,,,,,,,,,,,,,,,,,,,,,,,km/h,m/s, Time of day [s],
328,4/22/2009,12:38:11,0.00001157,103811.00,A,"52,164,681",N,"10,309,945",E,27.4,50.7448,071.8,220409,01.0,W,A*16,6,64,101,64.19,3986.84,3.99,0.44,0.004367785,0.10,5.47,51,14,45491,
329,4/22/2009,12:38:12,0.00001157,103812.00,A,"52,164,705",N,"10,310,062",E,27.6,51.1152,071.4,220409,01.0,W,A*12,8,64,101,64.24,4001.04,4.00,0.50,0.005039741,0.05,5.48,51,14,45492,
330,4/22/2009,12:38:13,0.00001157,103813.00,A,"52,164,729",N,"10,310,180",E,27.7,51.3004,071.0,220409,01.0,W,A*15,7,64,100,64.33,4015.29,4.02,0.54,0.005373767,-0.05,5.50,51,14,45493,
331,4/22/2009,12:38:14,0.00001157,103814.00,A,"52,164,753",N,"10,310,298",E,27.6,51.1152,072.0,220409,01.0,W,A*17,7,64,101,64.43,4029.49,4.03,0.57,0.005703412,0.05,5.52,51,14,45494,
332,4/22/2009,12:38:15,0.00001157,103815.00,A,"52,164,777",N,"10,310,417",E,27.7,51.3004,071.8,220409,01.0,W,A*1B,6,64,101,64.52,4043.74,4.04,0.60,0.00603234,0.00,5.53,51,14,45495,
333,4/22/2009,12:38:16,0.00001157,103816.00,A,"52,164,801",N,"10,310,536",E,27.7,51.3004,071.8,220409,01.0,W,A*14,6,64,101,64.62,4057.99,4.06,0.64,0.006365156,-0.05,5.55,51,14,45496,
334,4/22/2009,12:38:17,0.00001157,103817.00,A,"52,164,825",N,"10,310,654",E,27.6,51.1152,072.0,220409,01.0,W,A*1E,6,64,101,64.71,4072.19,4.07,0.64,0.006376695,0.00,5.57,51,14,45497,
335,4/22/2009,12:38:18,0.00001157,103818.00,A,"52,164,849",N,"10,310,773",E,27.6,51.1152,072.4,220409,01.0,W,A*1B,6,65,98,64.81,4086.39,4.09,0.61,0.006065278,0.00,5.58,51,14,45498,
336,4/22/2009,12:38:19,0.00001157,103819.00,A,"52,164,873",N,"10,310,892",E,27.6,51.1152,072.8,220409,01.0,W,A*1F,6,65,99,64.90,4100.59,4.10,0.58,0.005763996,0.05,5.60,51,14,45499,
337,4/22/2009,12:38:20,0.00001157,103820.00,A,"52,164,897",N,"10,311,010",E,27.7,51.3004,071.8,220409,01.0,W,A*1E,6,65,100,65.00,4114.84,4.11,0.55,0.005477106,-0.10,5.62,51,14,45500,
338,4/22/2009,12:38:21,0.00001157,103821.00,A,"52,164,922",N,"10,311,129",E,27.5,50.93,072.2,220409,01.0,W,A*10,6,65,101,65.10,4128.98,4.13,0.52,0.005200179,-0.21,5.63,51,14,45501,
339,4/22/2009,12:38:22,0.00001157,103822.00,A,"52,164,945",N,"10,311,246",E,27.1,50.1892,070.8,220409,01.0,W,A*14,6,65,98,65.14,4142.92,4.14,0.49,0.004929197,-0.26,5.65,50,14,45502,
340,4/22/2009,12:38:23,0.00001157,103823.00,A,"52,164,967",N,"10,311,362",E,26.6,49.2632,071.6,220409,01.0,W,A*1B,6,66,100,65.19,4156.61,4.16,0.47,0.004660432,-0.36,5.67,49,14,45503,
341,4/22/2009,12:38:24,0.00001157,103824.00,A,"52,164,988",N,"10,311,476",E,25.9,47.9668,072.6,220409,01.0,W,A*10,6,66,101,65.24,4169.93,4.17,0.41,0.004076055,-0.41,5.68,48,13,45504,
342,4/22/2009,12:38:25,0.00001157,103825.00,A,"52,165,007",N,"10,311,586",E,25.1,46.4852,075.4,220409,01.0,W,A*1D,6,66,101,65.29,4182.84,4.18,0.35,0.003492968,-0.41,5.70,46,13,45505,
343,4/22/2009,12:38:26,0.00001157,103826.00,A,"52,165,023",N,"10,311,695",E,24.3,45.0036,077.2,220409,01.0,W,A*1E,6,66,101,65.33,4195.35,4.20,0.29,0.002887462,-0.41,5.72,45,13,45506,
344,4/22/2009,12:38:27,0.00001157,103827.00,A,"52,165,031",N,"10,311,801",E,23.5,43.522,093.2,220409,01.0,W,A*14,6,66,101,65.38,4207.44,4.21,0.27,0.002671394,-0.31,5.73,44,12,45507,
345,4/22/2009,12:38:28,0.00001157,103828.00,A,"52,165,028",N,"10,311,904",E,22.9,42.4108,094.6,220409,01.0,W,A*19,8,66,94,65.43,4219.22,4.22,0.24,0.00244103,-1.90,5.75,42,12,45508,
346,4/22/2009,12:38:29,0.00001157,103829.00,A,"52,165,024",N,"10,311,997",E,19.2,35.5584,094.8,220409,01.0,W,A*13,6,66,101,65.43,4229.09,4.23,0.16,0.001634443,-1.44,5.77,36,10,45509,
347,4/22/2009,12:38:30,0.00001157,103830.00,A,"52,165,020",N,"10,312,077",E,16.4,30.3728,092.6,220409,01.0,W,A*1A,7,66,98,65.43,4237.53,4.24,0.06,0.000620818,-1.54,5.78,30,8,45510,
348,4/22/2009,12:38:31,0.00001157,103831.00,A,"52,165,017",N,"10,312,141",E,13.4,24.8168,090.8,220409,01.0,W,A*12,6,66,100,65.43,4244.42,4.24,-0.07,-0.000724855,-1.44,5.80,25,7,45511,
349,4/22/2009,12:38:32,0.00001157,103832.00,A,"52,165,014",N,"10,312,191",E,10.6,19.6312,090.2,220409,01.0,W,A*14,6,65,100,65.43,4249.88,4.25,-0.27,-0.002664985,-1.18,5.82,20,5,45512,
350,4/22/2009,12:38:33,0.00001157,103833.00,A,"52,165,015",N,"10,312,231",E,8.3,15.3716,087.0,220409,01.0,W,A*15,6,65,100,65.43,4254.15,4.25,-0.57,-0.005692683,-1.08,5.83,15,4,45513,
351,4/22/2009,12:38:34,0.00001157,103834.00,A,"52,165,015",N,"10,312,261",E,6.2,11.4824,088.0,220409,01.0,W,A*17,7,65,101,65.38,4257.34,4.26,-0.89,-0.008943145,-0.98,5.85,11,3,45514,
352,4/22/2009,12:38:35,0.00001157,103835.00,A,"52,165,014",N,"10,312,281",E,4.3,7.9636,087.0,220409,01.0,W,A*15,6,65,100,65.33,4259.55,4.26,0.00,0,-0.72,5.87,8,2,45515,
353,4/22/2009,12:38:36,0.00001157,103836.00,A,"52,165,014",N,"10,312,294",E,2.9,5.3708,084.6,220409,01.0,W,A*1B,6,65,100,65.29,4261.04,4.26,0.00,0,-1.49,5.88,5,1,45516,
354,4/22/2009,12:38:37,0.00001157,103837.00,A,"52,165,015",N,"10,312,301",E,0.0,0,093.2,220409,01.0,W,A*1F,7,65,100,65.24,4261.04,4.26,0.00,0,0.00,5.90,0,0,45517,
355,4/22/2009,12:38:38,0.00001157,103838.00,A,"52,165,016",N,"10,312,301",E,0.0,0,085.8,220409,01.0,W,A*1E,7,65,100,65.19,4261.04,4.26,0.00,0,0.00,5.92,0,0,45518,
356,4/22/2009,12:38:39,0.00001157,103839.00,A,"52,165,015",N,"10,312,299",E,0.0,0,000.0,220409,01.0,W,A*19,7,65,100,65.14,4261.04,4.26,0.00,0,0.00,5.93,0,0,45519,
357,4/22/2009,12:38:40,0.00001157,103840.00,A,"52,165,015",N,"10,312,296",E,0.0,0,083.4,220409,01.0,W,A*17,7,65,100,65.10,4261.04,4.26,0.00,0,0.00,5.95,0,0,45520,
358,4/22/2009,12:38:41,0.00001157,103841.00,A,"52,165,014",N,"10,312,294",E,0.0,0,000.0,220409,01.0,W,A*1A,7,65,101,65.05,4261.04,4.26,0.00,0,0.00,5.97,0,0,45521,
359,4/22/2009,12:38:42,0.00001157,103842.00,A,"52,165,014",N,"10,312,293",E,0.0,0,000.0,220409,01.0,W,A*1E,7,65,100,65.00,4261.04,4.26,0.00,0,0.00,5.98,0,0,45522,
360,4/22/2009,12:38:43,0.00001157,103843.00,A,"52,165,013",N,"10,312,292",E,0.0,0,000.0,220409,01.0,W,A*19,7,65,101,65.00,4261.04,4.26,0.00,0,0.00,6.00,0,0,45523,
361,4/22/2009,12:38:44,0.00001157,103844.00,A,"52,165,012",N,"10,312,290",E,0.0,0,000.0,220409,01.0,W,A*1D,7,65,101,65.00,4261.04,4.26,0.00,0,0.00,6.02,0,0,45524,
362,4/22/2009,12:38:45,0.00001157,103845.00,A,"52,165,012",N,"10,312,289",E,0.0,0,000.2,220409,01.0,W,A*16,7,65,100,65.00,4261.04,4.26,0.00,0,0.00,6.03,0,0,45525,
363,4/22/2009,12:38:46,0.00001157,103846.00,A,"52,165,012",N,"10,312,287",E,0.0,0,082.2,220409,01.0,W,A*11,7,65,101,65.05,4261.04,4.26,0.00,0,0.00,6.05,0,0,45526,
364,4/22/2009,12:38:47,0.00001157,103847.00,A,"52,165,013",N,"10,312,287",E,0.0,0,083.0,220409,01.0,W,A*12,7,65,100,65.10,4261.04,4.26,0.00,0,0.00,6.07,0,0,45527,
365,4/22/2009,12:38:48,0.00001157,103848.00,A,"52,165,013",N,"10,312,290",E,0.0,0,084.2,220409,01.0,W,A*1E,8,65,101,65.14,4261.04,4.26,0.00,0,0.00,6.08,0,0,45528,
366,4/22/2009,12:38:49,0.00001157,103849.00,A,"52,165,014",N,"10,312,296",E,0.0,0,092.0,220409,01.0,W,A*1B,7,65,101,65.19,4261.04,4.26,0.00,0,0.00,6.10,0,0,45529,
367,4/22/2009,12:38:50,0.00001157,103850.00,A,"52,165,015",N,"10,312,305",E,0.0,0,087.8,220409,01.0,W,A*15,6,65,100,65.24,4261.04,4.26,0.00,0,0.00,6.12,0,0,45530,
368,4/22/2009,12:38:51,0.00001157,103851.00,A,"52,165,016",N,"10,312,316",E,0.0,0,095.4,220409,01.0,W,A*1A,6,65,100,65.24,4261.04,4.26,0.00,0,2.62,6.13,0,0,45531,
369,4/22/2009,12:38:52,0.00001157,103852.00,A,"52,165,017",N,"10,312,334",E,5.1,9.4452,087.8,220409,01.0,W,A*13,7,65,101,65.24,4263.66,4.26,0.00,0,1.54,6.15,9,3,45532,
370,4/22/2009,12:38:53,0.00001157,103853.00,A,"52,165,019",N,"10,312,366",E,8.1,15.0012,088.0,220409,01.0,W,A*11,6,65,100,65.24,4267.83,4.27,0.51,0.005074738,0.67,6.17,15,4,45533,
371,4/22/2009,12:38:54,0.00001157,103854.00,A,"52,165,021",N,"10,312,407",E,9.4,17.4088,087.8,220409,01.0,W,A*1E,7,65,101,65.24,4272.67,4.27,0.41,0.00412126,2.06,6.18,17,5,45534,
372,4/22/2009,12:38:55,0.00001157,103855.00,A,"52,165,023",N,"10,312,460",E,13.4,24.8168,086.6,220409,01.0,W,A*18,6,65,101,65.24,4279.56,4.28,0.35,0.003461618,1.70,6.20,25,7,45535,
373,4/22/2009,12:38:56,0.00001157,103856.00,A,"52,165,025",N,"10,312,530",E,16.7,30.9284,085.4,220409,01.0,W,A*1E,6,66,101,65.29,4288.15,4.29,0.36,0.003601697,0.82,6.22,31,9,45536,
374,4/22/2009,12:38:57,0.00001157,103857.00,A,"52,165,029",N,"10,312,610",E,18.3,33.8916,084.8,220409,01.0,W,A*15,6,66,101,65.33,4297.57,4.30,0.38,0.003813685,0.98,6.23,34,9,45537,
375,4/22/2009,12:38:58,0.00001157,103858.00,A,"52,165,035",N,"10,312,700",E,20.2,37.4104,083.8,220409,01.0,W,A*1A,7,66,101,65.38,4307.96,4.31,0.40,0.004048705,0.46,6.25,37,10,45538,
376,4/22/2009,12:38:59,0.00001157,103859.00,A,"52,165,040",N,"10,312,796",E,21.1,39.0772,086.2,220409,01.0,W,A*1B,6,66,101,65.43,4318.81,4.32,0.47,0.004741974,0.15,6.27,39,11,45539,
377,4/22/2009,12:39:00,0.00001157,103900.00,A,"52,165,044",N,"10,312,894",E,21.4,39.6328,086.2,220409,01.0,W,A*1A,7,66,101,65.48,4329.82,4.33,0.54,0.005439556,-0.46,6.28,40,11,45540,
378,4/22/2009,12:39:01,0.00001157,103901.00,A,"52,165,048",N,"10,312,990",E,20.5,37.966,083.2,220409,01.0,W,A*17,7,65,101,65.52,4340.37,4.34,0.57,0.005705639,0.15,6.30,38,11,45541,
379,4/22/2009,12:39:02,0.00001157,103902.00,A,"52,165,051",N,"10,313,084",E,20.8,38.5216,084.2,220409,01.0,W,A*1B,7,65,101,65.57,4351.07,4.35,0.55,0.00554781,0.15,6.32,39,11,45542,
380,4/22/2009,12:39:03,0.00001157,103903.00,A,"52,165,056",N,"10,313,179",E,21.1,39.0772,085.0,220409,01.0,W,A*15,7,65,101,65.62,4361.92,4.36,0.54,0.005444889,0.31,6.33,39,11,45543,
381,4/22/2009,12:39:04,0.00001157,103904.00,A,"52,165,060",N,"10,313,277",E,21.7,40.1884,086.2,220409,01.0,W,A*1D,6,65,101,65.71,4373.09,4.37,0.54,0.005391222,0.36,6.35,40,11,45544,
382,4/22/2009,12:39:05,0.00001157,103905.00,A,"52,165,065",N,"10,313,378",E,22.4,41.4848,086.6,220409,01.0,W,A*13,6,65,101,65.81,4384.61,4.38,0.53,0.005343343,0.51,6.37,41,12,45545,
383,4/22/2009,12:39:06,0.00001157,103906.00,A,"52,165,070",N,"10,313,484",E,23.4,43.3368,086.6,220409,01.0,W,A*11,7,66,100,65.90,4396.65,4.40,0.53,0.005259271,0.46,6.38,43,12,45546,
384,4/22/2009,12:39:07,0.00001157,103907.00,A,"52,165,075",N,"10,313,594",E,24.3,45.0036,086.4,220409,01.0,W,A*17,7,66,101,65.95,4409.15,4.41,0.55,0.005545071,0.00,6.40,45,13,45547,
385,4/22/2009,12:39:08,0.00001157,103908.00,A,"52,165,079",N,"10,313,705",E,24.3,45.0036,086.2,220409,01.0,W,A*18,7,66,101,66.00,4421.65,4.42,0.58,0.005824013,-0.51,6.42,45,13,45548,
386,4/22/2009,12:39:09,0.00001157,103909.00,A,"52,165,083",N,"10,313,812",E,23.3,43.1516,086.4,220409,01.0,W,A*14,6,66,100,66.05,4433.64,4.43,0.57,0.005709068,0.05,6.43,43,12,45549,
387,4/22/2009,12:39:10,0.00001157,103910.00,A,"52,165,088",N,"10,313,919",E,23.4,43.3368,086.6,220409,01.0,W,A*18,7,66,100,66.10,4445.67,4.45,0.56,0.005609882,0.36,6.45,43,12,45550,
388,4/22/2009,12:39:11,0.00001157,103911.00,A,"52,165,092",N,"10,314,027",E,24.1,44.6332,086.0,220409,01.0,W,A*15,6,66,101,66.14,4458.07,4.46,0.55,0.005536069,0.82,6.47,45,12,45551,
389,4/22/2009,12:39:12,0.00001157,103912.00,A,"52,165,096",N,"10,314,139",E,25.7,47.5964,093.2,220409,01.0,W,A*1D,6,66,101,66.24,4471.29,4.47,0.59,0.005874682,0.05,6.48,48,13,45552,
390,4/22/2009,12:39:13,0.00001157,103913.00,A,"52,165,101",N,"10,314,255",E,25.8,47.7816,087.0,220409,01.0,W,A*12,6,66,100,66.33,4484.57,4.48,0.62,0.006214724,0.36,6.50,48,13,45553,
391,4/22/2009,12:39:14,0.00001157,103914.00,A,"52,165,105",N,"10,314,375",E,26.5,49.078,088.0,220409,01.0,W,A*13,6,67,101,66.43,4498.20,4.50,0.65,0.006528718,0.10,6.52,49,14,45554,
392,4/22/2009,12:39:15,0.00001157,103915.00,A,"52,165,108",N,"10,314,497",E,26.7,49.4484,087.4,220409,01.0,W,A*1D,6,67,101,66.52,4511.93,4.51,0.69,0.006859161,0.00,6.53,49,14,45555,
393,4/22/2009,12:39:16,0.00001157,103916.00,A,"52,165,109",N,"10,314,618",E,26.7,49.4484,089.8,220409,01.0,W,A*18,7,67,101,66.62,4525.67,4.53,0.72,0.007228615,-0.57,6.55,49,14,45556,
394,4/22/2009,12:39:17,0.00001157,103917.00,A,"52,165,109",N,"10,314,737",E,25.6,47.4112,089.6,220409,01.0,W,A*19,8,67,101,66.71,4538.84,4.54,0.73,0.007302752,-0.10,6.57,47,13,45557,
395,4/22/2009,12:39:18,0.00001157,103918.00,A,"52,165,111",N,"10,314,854",E,25.4,47.0408,086.6,220409,01.0,W,A*18,8,67,101,66.81,4551.91,4.55,0.74,0.007357898,-0.05,6.58,47,13,45558,
396,4/22/2009,12:39:19,0.00001157,103919.00,A,"52,165,116",N,"10,314,972",E,25.3,46.8556,087.8,220409,01.0,W,A*13,7,67,101,66.90,4564.92,4.56,0.74,0.007440701,-0.36,6.60,47,13,45559,
397,4/22/2009,12:39:20,0.00001157,103920.00,A,"52,165,121",N,"10,315,086",E,24.6,45.5592,087.2,220409,01.0,W,A*10,7,67,101,67.00,4577.58,4.58,0.71,0.007128847,-0.41,6.62,46,13,45560,
398,4/22/2009,12:39:21,0.00001157,103921.00,A,"52,165,126",N,"10,315,196",E,23.8,44.0776,086.6,220409,01.0,W,A*1A,7,67,100,67.10,4589.82,4.59,0.68,0.006761879,-0.36,6.63,44,12,45561,
399,4/22/2009,12:39:22,0.00001157,103922.00,A,"52,165,132",N,"10,315,302",E,23.1,42.7812,094.2,220409,01.0,W,A*1D,7,67,100,67.19,4601.71,4.60,0.63,0.006347589,0.41,6.65,43,12,45562,
400,4/22/2009,12:39:23,0.00001157,103923.00,A,"52,165,141",N,"10,315,405",E,23.9,44.2628,079.6,220409,01.0,W,A*17,8,67,100,67.29,4614.00,4.61,0.59,0.00592166,-0.10,6.67,44,12,45563,
401,4/22/2009,12:39:24,0.00001157,103924.00,A,"52,165,156",N,"10,315,508",E,23.7,43.8924,075.0,220409,01.0,W,A*1E,7,67,101,67.38,4626.19,4.63,0.55,0.005494446,0.46,6.68,44,12,45564,
402,4/22/2009,12:39:25,0.00001157,103925.00,A,"52,165,174",N,"10,315,614",E,24.6,45.5592,074.8,220409,01.0,W,A*1E,6,67,101,67.43,4638.85,4.64,0.51,0.005056127,0.93,6.70,46,13,45565,
403,4/22/2009,12:39:26,0.00001157,103926.00,A,"52,165,191",N,"10,315,725",E,26.4,48.8928,085.2,220409,01.0,W,A*11,7,67,101,67.48,4652.43,4.65,0.46,0.004613971,0.36,6.72,49,14,45566,
404,4/22/2009,12:39:27,0.00001157,103927.00,A,"52,165,203",N,"10,315,844",E,27.1,50.1892,080.6,220409,01.0,W,A*15,6,68,101,67.52,4666.37,4.67,0.42,0.004175796,0.26,6.73,50,14,45567,
405,4/22/2009,12:39:28,0.00001157,103928.00,A,"52,165,213",N,"10,315,967",E,27.6,51.1152,084.6,220409,01.0,W,A*18,6,68,101,67.57,4680.57,4.68,0.38,0.003768318,0.15,6.75,51,14,45568,
406,4/22/2009,12:39:29,0.00001157,103929.00,A,"52,165,221",N,"10,316,093",E,27.9,51.6708,084.4,220409,01.0,W,A*14,7,68,101,67.62,4694.92,4.69,0.34,0.003373312,0.15,6.77,52,14,45569,
407,4/22/2009,12:39:30,0.00001157,103930.00,A,"52,165,228",N,"10,316,221",E,28.2,52.2264,085.2,220409,01.0,W,A*1D,7,68,100,67.67,4709.43,4.71,0.33,0.003334427,0.05,6.78,52,15,45570,
408,4/22/2009,12:39:31,0.00001157,103931.00,A,"52,165,234",N,"10,316,349",E,28.3,52.4116,085.2,220409,01.0,W,A*1F,7,68,101,67.71,4723.99,4.72,0.33,0.003316506,0.00,6.80,52,15,45571,
409,4/22/2009,12:39:32,0.00001157,103932.00,A,"52,165,241",N,"10,316,478",E,28.3,52.4116,085.2,220409,01.0,W,A*1B,7,68,101,67.76,4738.55,4.74,0.33,0.003308209,-0.10,6.82,52,15,45572,
410,4/22/2009,12:39:33,0.00001157,103933.00,A,"52,165,246",N,"10,316,606",E,28.1,52.0412,085.2,220409,01.0,W,A*14,6,68,101,67.81,4753.00,4.75,0.30,0.002978455,-0.10,6.83,52,14,45573,
411,4/22/2009,12:39:34,0.00001157,103934.00,A,"52,165,252",N,"10,316,732",E,27.9,51.6708,085.2,220409,01.0,W,A*17,7,68,102,67.86,4767.36,4.77,0.27,0.002653208,-0.05,6.85,52,14,45574,
412,4/22/2009,12:39:35,0.00001157,103935.00,A,"52,165,258",N,"10,316,858",E,27.8,51.4856,085.4,220409,01.0,W,A*18,6,68,101,67.90,4781.66,4.78,0.23,0.002327396,0.05,6.87,51,14,45575,
413,4/22/2009,12:39:36,0.00001157,103936.00,A,"52,165,263",N,"10,316,985",E,27.9,51.6708,093.2,220409,01.0,W,A*12,7,68,101,67.95,4796.01,4.80,0.20,0.00199922,-0.05,6.88,52,14,45576,
414,4/22/2009,12:39:37,0.00001157,103937.00,A,"52,165,266",N,"10,317,110",E,27.8,51.4856,085.8,220409,01.0,W,A*1F,7,68,101,68.00,4810.31,4.81,0.17,0.001669022,-0.15,6.90,51,14,45577,
415,4/22/2009,12:39:38,0.00001157,103938.00,A,"52,165,271",N,"10,317,235",E,27.5,50.93,085.0,220409,01.0,W,A*17,7,68,101,68.00,4824.46,4.82,0.13,0.001336664,-0.10,6.92,51,14,45578,
416,4/22/2009,12:39:39,0.00001157,103939.00,A,"52,165,277",N,"10,317,359",E,27.3,50.5596,085.0,220409,01.0,W,A*1D,6,68,100,68.00,4838.50,4.84,0.10,0.001002498,0.10,6.93,51,14,45579,
417,4/22/2009,12:39:40,0.00001157,103940.00,A,"52,165,283",N,"10,317,483",E,27.5,50.93,086.6,220409,01.0,W,A*1B,6,68,100,68.00,4852.65,4.85,0.03,0.000334046,0.10,6.95,51,14,45580,
418,4/22/2009,12:39:41,0.00001157,103941.00,A,"52,165,286",N,"10,317,608",E,27.7,51.3004,088.8,220409,01.0,W,A*1C,6,68,100,68.00,4866.90,4.87,0.00,0,0.05,6.97,51,14,45581,
419,4/22/2009,12:39:42,0.00001157,103942.00,A,"52,165,289",N,"10,317,734",E,27.8,51.4856,087.4,220409,01.0,W,A*12,6,68,101,68.00,4881.20,4.88,-0.03,-0.000335255,0.00,6.98,51,14,45582,
420,4/22/2009,12:39:43,0.00001157,103943.00,A,"52,165,290",N,"10,317,860",E,27.8,51.4856,089.6,220409,01.0,W,A*19,6,68,101,68.00,4895.50,4.90,-0.07,-0.000671971,0.05,7.00,51,14,45583,
421,4/22/2009,12:39:44,0.00001157,103944.00,A,"52,165,291",N,"10,317,987",E,27.9,51.6708,091.6,220409,01.0,W,A*1F,6,68,101,68.00,4909.86,4.91,-0.10,-0.001009789,0.00,7.02,52,14,45584,
422,4/22/2009,12:39:45,0.00001157,103945.00,A,"52,165,289",N,"10,318,114",E,27.9,51.6708,090.2,220409,01.0,W,A*1F,6,68,101,67.95,4924.21,4.92,-0.13,-0.001349821,-0.15,7.03,52,14,45585,
423,4/22/2009,12:39:46,0.00001157,103946.00,A,"52,165,287",N,"10,318,239",E,27.6,51.1152,089.8,220409,01.0,W,A*13,6,68,101,67.95,4938.41,4.94,-0.17,-0.00169283,-0.26,7.05,51,14,45586,
424,4/22/2009,12:39:47,0.00001157,103947.00,A,"52,165,283",N,"10,318,362",E,27.1,50.1892,100.0,220409,01.0,W,A*16,6,68,101,67.95,4952.35,4.95,-0.20,-0.002038852,-0.10,7.07,50,14,45587,
425,4/22/2009,12:39:48,0.00001157,103948.00,A,"52,165,280",N,"10,318,485",E,26.9,49.8188,092.4,220409,01.0,W,A*13,7,68,101,67.90,4966.19,4.97,-0.20,-0.002045611,-0.05,7.08,50,14,45588,
426,4/22/2009,12:39:49,0.00001157,103949.00,A,"52,165,277",N,"10,318,606",E,26.8,49.6336,092.0,220409,01.0,W,A*16,6,68,101,67.86,4979.98,4.98,-0.21,-0.002051656,0.00,7.10,50,14,45589,
427,4/22/2009,12:39:50,0.00001157,103950.00,A,"52,165,274",N,"10,318,728",E,26.8,49.6336,092.4,220409,01.0,W,A*14,7,68,101,67.81,4993.76,4.99,-0.17,-0.001714147,0.00,7.12,50,14,45590,
428,4/22/2009,12:39:51,0.00001157,103951.00,A,"52,165,271",N,"10,318,849",E,26.8,49.6336,092.2,220409,01.0,W,A*1E,7,68,101,67.76,5007.55,5.01,-0.17,-0.001716054,0.00,7.13,50,14,45591,
429,4/22/2009,12:39:52,0.00001157,103952.00,A,"52,165,265",N,"10,318,970",E,26.8,49.6336,092.0,220409,01.0,W,A*11,8,68,101,67.71,5021.34,5.02,-0.17,-0.001714147,0.05,7.15,50,14,45592,
430,4/22/2009,12:39:53,0.00001157,103953.00,A,"52,165,262",N,"10,319,092",E,26.9,49.8188,091.8,220409,01.0,W,A*19,6,68,100,67.71,5035.18,5.04,-0.10,-0.001026208,0.10,7.17,50,14,45593,
431,4/22/2009,12:39:54,0.00001157,103954.00,A,"52,165,256",N,"10,319,215",E,27.1,50.1892,092.2,220409,01.0,W,A*14,8,68,101,67.71,5049.12,5.05,-0.03,-0.000341061,0.05,7.18,50,14,45594,
432,4/22/2009,12:39:55,0.00001157,103955.00,A,"52,165,251",N,"10,319,338",E,27.2,50.3744,092.6,220409,01.0,W,A*1B,9,67,101,67.71,5063.11,5.06,0.03,0.000340059,0.05,7.20,50,14,45595,
433,4/22/2009,12:39:56,0.00001157,103956.00,A,"52,165,248",N,"10,319,462",E,27.3,50.5596,102.2,220409,01.0,W,A*15,7,68,101,67.71,5077.16,5.08,0.10,0.001016814,0.05,7.22,51,14,45596,
434,4/22/2009,12:39:57,0.00001157,103957.00,A,"52,165,244",N,"10,319,586",E,27.4,50.7448,094.4,220409,01.0,W,A*1C,6,68,100,67.71,5091.25,5.09,0.17,0.001688507,0.05,7.23,51,14,45597,
435,4/22/2009,12:39:58,0.00001157,103958.00,A,"52,165,238",N,"10,319,710",E,27.5,50.93,092.8,220409,01.0,W,A*1E,6,67,102,67.76,5105.40,5.11,0.20,0.002020311,0.05,7.25,51,14,45598,
436,4/22/2009,12:39:59,0.00001157,103959.00,A,"52,165,230",N,"10,319,834",E,27.6,51.1152,092.8,220409,01.0,W,A*1D,7,67,100,67.81,5119.60,5.12,0.24,0.002351895,0.00,7.27,51,14,45599,
437,4/22/2009,12:40:00,0.00001157,104000.00,A,"52,165,224",N,"10,319,959",E,27.6,51.1152,095.8,220409,01.0,W,A*17,8,67,101,67.86,5133.80,5.13,0.27,0.002683009,0.05,7.28,51,14,45600,
438,4/22/2009,12:40:01,0.00001157,104001.00,A,"52,165,218",N,"10,320,084",E,27.7,51.3004,095.8,220409,01.0,W,A*1B,8,67,100,67.90,5148.05,5.15,0.34,0.003353756,0.05,7.30,51,14,45601,
439,4/22/2009,12:40:02,0.00001157,104002.00,A,"52,165,213",N,"10,320,210",E,27.8,51.4856,093.6,220409,01.0,W,A*1B,7,67,101,67.95,5162.35,5.16,0.37,0.003698509,-0.05,7.32,51,14,45602,
440,4/22/2009,12:40:03,0.00001157,104003.00,A,"52,165,205",N,"10,320,334",E,27.7,51.3004,094.2,220409,01.0,W,A*16,6,68,100,68.00,5176.60,5.18,0.37,0.003728303,0.00,7.33,51,14,45603,
441,4/22/2009,12:40:04,0.00001157,104004.00,A,"52,165,198",N,"10,320,459",E,27.7,51.3004,095.4,220409,01.0,W,A*1D,7,68,101,68.05,5190.85,5.19,0.42,0.00419472,0.00,7.35,51,14,45604,
442,4/22/2009,12:40:05,0.00001157,104005.00,A,"52,165,192",N,"10,320,585",E,27.7,51.3004,092.2,220409,01.0,W,A*17,8,68,100,68.10,5205.10,5.21,0.52,0.005196009,-0.21,7.37,51,14,45605,
443,4/22/2009,12:40:06,0.00001157,104006.00,A,"52,165,193",N,"10,320,710",E,27.3,50.5596,089.6,220409,01.0,W,A*11,7,68,100,68.19,5219.14,5.22,0.65,0.006507045,-0.31,7.38,51,14,45606,
444,4/22/2009,12:40:07,0.00001157,104007.00,A,"52,165,197",N,"10,320,831",E,26.7,49.4484,087.2,220409,01.0,W,A*17,6,68,101,68.24,5232.88,5.23,0.83,0.008338908,-0.72,7.40,49,14,45607,
