# Movsim.org example data for fuel consumption modeling
# Source: Ostfalia Hochschule - Institute of Traffic Management http://www.ostfalia.de/cms/en/ifvm
#line,Date,Time,TimeDiff,,,,,,,V [ktn],V [km/h],,,,,,,Height [m],,Avg. Height [m],Position [m],Position [km],Slope [%],alpha [rad],acc,Time [min],v,v,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,km/h,m/s,Time of day [s],
0,2/12/2009,10:23:21,0.00001157,102321.00,A,"51,350,212",N,"10,371,013",E,"000,0",0,265.6,120209,01.0,W,A*1F,7,272,100,272.00,0.00,0.00,0.00,0,0.71,0.05,0,0, 37401,
1,2/12/2009,10:23:22,0.00001157,102322.00,A,"51,350,213",N,"10,371,007",E,"000,0",0,266.0,120209,01.0,W,A*1D,7,272,100,272.00,0.00,0.00,0.00,0,0.80,0.07,0,0, 37402,
2,2/12/2009,10:23:23,0.00001157,102323.00,A,"51,350,212",N,"10,370,997",E,"000,0",0,266.2,120209,01.0,W,A*1E,6,272,100,272.00,0.00,0.00,0.00,0,0.89,0.08,0,0, 37403,
3,2/12/2009,10:23:24,0.00001157,102324.00,A,"51,350,212",N,"10,370,981",E,"000,0",0,262.8,120209,01.0,W,A*10,8,271,100,271.00,0.00,0.00,0.00,0,1.05,0.10,0,0, 37404,
4,2/12/2009,10:23:25,0.00001157,102325.00,A,"51,350,211",N,"10,370,960",E,"005,5",10.186,267.8,120209,01.0,W,A*18,7,271,101,271.00,2.83,0.00,-3.54,-0.035426352,0.46,0.12,10,3, 37405,
5,2/12/2009,10:23:26,0.00001157,102326.00,A,"51,350,213",N,"10,370,934",E,"006,2",11.4824,273.2,120209,01.0,W,A*13,8,271,100,271.00,6.02,0.01,-7.38,-0.073649463,0.44,0.13,11,3, 37406,
6,2/12/2009,10:23:27,0.00001157,102327.00,A,"51,350,214",N,"10,370,905",E,"006,9",12.7788,305.4,120209,01.0,W,A*1A,7,270,100,270.00,9.57,0.01,-6.70,-0.066933901,0.36,0.15,13,4, 37407,
7,2/12/2009,10:23:28,0.00001157,102328.00,A,"51,350,218",N,"10,370,871",E,"008,2",15.1864,279.4,120209,01.0,W,A*14,7,270,100,270.00,13.79,0.01,-6.20,-0.061960816,0.19,0.17,15,4, 37408,
8,2/12/2009,10:23:29,0.00001157,102329.00,A,"51,350,223",N,"10,370,833",E,"009,1",16.8532,284.2,120209,01.0,W,A*1D,7,270,100,270.00,18.47,0.02,-3.51,-0.035080966,0.08,0.18,17,5, 37409,
9,2/12/2009,10:23:30,0.00001157,102330.00,A,"51,350,230",N,"10,370,793",E,"009,6",17.7792,288.2,120209,01.0,W,A*19,6,270,100,270.00,23.41,0.02,-3.54,-0.035426352,0.03,0.20,18,5, 37410,
10,2/12/2009,10:23:31,0.00001157,102331.00,A,"51,350,241",N,"10,370,753",E,"009,7",17.9644,297.2,120209,01.0,W,A*1D,7,269,100,269.90,28.40,0.03,-3.60,-0.036009345,0.03,0.22,18,5, 37411,
11,2/12/2009,10:23:32,0.00001157,102332.00,A,"51,350,254",N,"10,370,715",E,"009,7",17.9644,331.6,120209,01.0,W,A*11,7,269,101,269.76,33.39,0.03,-1.73,-0.017335957,0.03,0.23,18,5, 37412,
12,2/12/2009,10:23:33,0.00001157,102333.00,A,"51,350,273",N,"10,370,681",E,"009,7",17.9644,310.2,120209,01.0,W,A*1E,8,269,100,269.62,38.38,0.04,-1.88,-0.018811607,0.10,0.25,18,5, 37413,
13,2/12/2009,10:23:34,0.00001157,102334.00,A,"51,350,293",N,"10,370,649",E,"009,8",18.1496,316.0,120209,01.0,W,A*18,7,269,99,269.48,43.42,0.04,-2.02,-0.020239865,0.09,0.27,18,5, 37414,
14,2/12/2009,10:23:35,0.00001157,102335.00,A,"51,350,314",N,"10,370,620",E,"009,9",18.3348,319.6,120209,01.0,W,A*10,6,269,100,269.38,48.51,0.05,-2.17,-0.021712487,0.18,0.28,18,5, 37415,
15,2/12/2009,10:23:36,0.00001157,102336.00,A,"51,350,338",N,"10,370,594",E,"009,9",18.3348,327.2,120209,01.0,W,A*18,7,269,100,269.29,53.61,0.05,-2.13,-0.021296268,0.18,0.30,18,5, 37416,
16,2/12/2009,10:23:37,0.00001157,102337.00,A,"51,350,363",N,"10,370,573",E,"010,5",19.446,335.4,120209,01.0,W,A*1F,7,269,100,269.14,59.01,0.06,-1.92,-0.019172872,0.15,0.32,19,5, 37417,
17,2/12/2009,10:23:38,0.00001157,102338.00,A,"51,350,390",N,"10,370,560",E,"010,5",19.446,344.8,120209,01.0,W,A*14,7,269,100,269.05,64.41,0.06,-1.72,-0.017155689,0.14,0.33,19,5, 37418,
18,2/12/2009,10:23:39,0.00001157,102339.00,A,"51,350,421",N,"10,370,552",E,"011,3",20.9276,354.2,120209,01.0,W,A*15,6,269,100,268.95,70.22,0.07,-1.53,-0.015256622,0.01,0.35,21,6, 37419,
19,2/12/2009,10:23:40,0.00001157,102340.00,A,"51,350,453",N,"10,370,550",E,"011,3",20.9276,361.4,120209,01.0,W,A*1C,6,269,101,268.86,76.03,0.08,-1.42,-0.014213933,-0.03,0.37,21,6, 37420,
20,2/12/2009,10:23:41,0.00001157,102341.00,A,"51,350,487",N,"10,370,551",E,"011,7",21.6684,361.0,120209,01.0,W,A*15,7,269,101,268.76,82.05,0.08,-1.32,-0.013175611,-0.04,0.38,22,6, 37421,
21,2/12/2009,10:23:42,0.00001157,102342.00,A,"51,350,520",N,"10,370,552",E,"011,6",21.4832,000.6,120209,01.0,W,A*1A,6,269,101,268.71,88.02,0.09,-1.14,-0.011397012,0.00,0.40,21,6, 37422,
22,2/12/2009,10:23:43,0.00001157,102343.00,A,"51,350,554",N,"10,370,554",E,"011,4",21.1128,361.4,120209,01.0,W,A*1A,7,269,101,268.67,93.89,0.09,-1.05,-0.010499896,0.05,0.42,21,6, 37423,
23,2/12/2009,10:23:44,0.00001157,102344.00,A,"51,350,586",N,"10,370,556",E,"011,1",20.5572,002.4,120209,01.0,W,A*13,6,269,101,268.62,99.60,0.10,-0.98,-0.009751827,0.04,0.43,21,6, 37424,
24,2/12/2009,10:23:45,0.00001157,102345.00,A,"51,350,618",N,"10,370,562",E,"011,4",21.1128,009.2,120209,01.0,W,A*19,7,269,101,268.57,105.46,0.11,-0.83,-0.00827924,-0.10,0.45,21,6, 37425,
25,2/12/2009,10:23:46,0.00001157,102346.00,A,"51,350,651",N,"10,370,574",E,"011,6",21.4832,017.8,120209,01.0,W,A*17,6,269,100,268.52,111.43,0.11,-0.69,-0.006875585,-0.31,0.47,21,6, 37426,
26,2/12/2009,10:23:47,0.00001157,102347.00,A,"51,350,682",N,"10,370,595",E,"011,8",21.8536,027.6,120209,01.0,W,A*14,7,268,101,268.48,117.50,0.12,-0.64,-0.006371086,-0.54,0.48,22,6, 37427,
27,2/12/2009,10:23:48,0.00001157,102348.00,A,"51,350,709",N,"10,370,625",E,"011,4",21.1128,040.2,120209,01.0,W,A*18,7,268,101,268.43,123.36,0.12,-0.59,-0.005877013,-0.75,0.50,21,6, 37428,
28,2/12/2009,10:23:49,0.00001157,102349.00,A,"51,350,731",N,"10,370,659",E,"010,6",19.6312,049.4,120209,01.0,W,A*15,6,268,100,268.38,128.82,0.13,-0.53,-0.005301441,-0.82,0.52,20,5, 37429,
29,2/12/2009,10:23:50,0.00001157,102350.00,A,"51,350,749",N,"10,370,693",E,"009,2",17.0384,051.4,120209,01.0,W,A*11,7,268,99,268.38,133.55,0.13,-0.46,-0.004593716,-0.68,0.53,17,5, 37430,
30,2/12/2009,10:23:51,0.00001157,102351.00,A,"51,350,763",N,"10,370,724",E,"007,6",14.0752,052.0,120209,01.0,W,A*18,7,268,100,268.38,137.46,0.14,-0.37,-0.003702544,-0.37,0.55,14,4, 37431,
31,2/12/2009,10:23:52,0.00001157,102352.00,A,"51,350,774",N,"10,370,748",E,"005,6",10.3712,048.4,120209,01.0,W,A*1A,8,268,99,268.38,140.34,0.14,-0.26,-0.002622204,0.05,0.57,10,3, 37432,
32,2/12/2009,10:23:53,0.00001157,102353.00,A,"51,350,782",N,"10,370,764",E,"004,2",7.7784,042.0,120209,01.0,W,A*17,8,268,100,268.38,142.50,0.14,0.00,0,0.41,0.58,8,2, 37433,
33,2/12/2009,10:23:54,0.00001157,102354.00,A,"51,350,791",N,"10,370,774",E,"003,9",7.2228,023.8,120209,01.0,W,A*10,8,268,100,268.38,144.51,0.14,0.00,0,0.63,0.60,7,2, 37434,
34,2/12/2009,10:23:55,0.00001157,102355.00,A,"51,350,803",N,"10,370,778",E,"004,7",8.7044,361.4,120209,01.0,W,A*19,7,268,100,268.38,146.93,0.15,0.00,0,0.62,0.62,9,2, 37435,
35,2/12/2009,10:23:56,0.00001157,102356.00,A,"51,350,817",N,"10,370,775",E,"006,0",11.112,348.0,120209,01.0,W,A*18,6,268,101,268.38,150.01,0.15,0.50,0.005023785,0.66,0.63,11,3, 37436,
36,2/12/2009,10:23:57,0.00001157,102357.00,A,"51,350,835",N,"10,370,765",E,"007,4",13.7048,339.0,120209,01.0,W,A*1B,6,268,101,268.38,153.82,0.15,0.58,0.00577076,0.66,0.65,14,4, 37437,
37,2/12/2009,10:23:58,0.00001157,102358.00,A,"51,350,855",N,"10,370,750",E,"008,8",16.2976,332.0,120209,01.0,W,A*1C,6,268,101,268.43,158.35,0.16,0.64,0.006390985,0.42,0.67,16,5, 37438,
38,2/12/2009,10:23:59,0.00001157,102359.00,A,"51,350,878",N,"10,370,730",E,"009,5",17.594,334.4,120209,01.0,W,A*1A,7,268,101,268.48,163.23,0.16,0.70,0.007012311,0.18,0.68,18,5, 37439,
39,2/12/2009,10:24:00,0.00001157,102400.00,A,"51,350,904",N,"10,370,710",E,"011,1",20.5572,334.8,120209,01.0,W,A*18,6,269,101,268.52,168.94,0.17,0.76,0.00764977,-0.22,0.70,21,6, 37440,
40,2/12/2009,10:24:01,0.00001157,102401.00,A,"51,350,934",N,"10,370,687",E,"012,5",23.15,332.6,120209,01.0,W,A*1A,6,269,100,268.57,175.37,0.18,0.81,0.008127394,-0.44,0.72,23,6, 37441,
41,2/12/2009,10:24:02,0.00001157,102402.00,A,"51,350,964",N,"10,370,661",E,"012,1",22.4092,327.4,120209,01.0,W,A*16,6,269,101,268.62,181.60,0.18,0.85,0.008491908,-0.05,0.73,22,6, 37442,
42,2/12/2009,10:24:03,0.00001157,102403.00,A,"51,350,988",N,"10,370,626",E,"010,9",20.1868,335.8,120209,01.0,W,A*13,6,269,101,268.67,187.21,0.19,0.81,0.008076964,0.39,0.75,20,6, 37443,
43,2/12/2009,10:24:04,0.00001157,102404.00,A,"51,351,014",N,"10,370,606",E,"009,4",17.4088,366.8,120209,01.0,W,A*18,7,269,100,268.71,192.04,0.19,0.77,0.007694281,0.64,0.77,17,5, 37444,
44,2/12/2009,10:24:05,0.00001157,102405.00,A,"51,351,036",N,"10,370,590",E,"009,1",16.8532,334.8,120209,01.0,W,A*17,7,269,100,268.76,196.72,0.20,0.74,0.007422801,0.78,0.78,17,5, 37445,
45,2/12/2009,10:24:06,0.00001157,102406.00,A,"51,351,063",N,"10,370,574",E,"011,7",21.6684,333.2,120209,01.0,W,A*1C,8,269,100,268.81,202.74,0.20,0.65,0.006477951,0.49,0.80,22,6, 37446,
46,2/12/2009,10:24:07,0.00001157,102407.00,A,"51,351,094",N,"10,370,555",E,"013,9",25.7428,336.2,120209,01.0,W,A*1F,7,269,100,268.86,209.89,0.21,0.55,0.005526154,0.32,0.82,26,7, 37447,
47,2/12/2009,10:24:08,0.00001157,102408.00,A,"51,351,131",N,"10,370,534",E,"014,4",26.6688,339.8,120209,01.0,W,A*16,8,269,100,268.90,217.30,0.22,0.46,0.004575873,0.40,0.83,27,7, 37448,
48,2/12/2009,10:24:09,0.00001157,102409.00,A,"51,351,170",N,"10,370,512",E,"015,2",28.1504,339.6,120209,01.0,W,A*1F,7,269,100,268.95,225.12,0.23,0.37,0.003665885,0.42,0.85,28,8, 37449,
49,2/12/2009,10:24:10,0.00001157,102410.00,A,"51,351,210",N,"10,370,488",E,"015,5",28.706,340.0,120209,01.0,W,A*1F,6,269,101,269.00,233.09,0.23,0.28,0.002848116,0.49,0.87,29,8, 37450,
50,2/12/2009,10:24:11,0.00001157,102411.00,A,"51,351,252",N,"10,370,462",E,"016,4",30.3728,339.4,120209,01.0,W,A*14,7,269,100,269.00,241.53,0.24,0.22,0.002160184,0.48,0.88,30,8, 37451,
51,2/12/2009,10:24:12,0.00001157,102412.00,A,"51,351,296",N,"10,370,435",E,"017,5",32.41,336.0,120209,01.0,W,A*16,7,269,101,269.00,250.53,0.25,0.16,0.001553955,0.40,0.90,32,9, 37452,
52,2/12/2009,10:24:13,0.00001157,102413.00,A,"51,351,343",N,"10,370,403",E,"018,5",34.262,335.8,120209,01.0,W,A*1F,6,269,101,269.00,260.05,0.26,0.10,0.000995847,0.35,0.92,34,10, 37453,
53,2/12/2009,10:24:14,0.00001157,102414.00,A,"51,351,392",N,"10,370,368",E,"019,3",35.7436,334.2,120209,01.0,W,A*12,7,269,101,269.00,269.98,0.27,0.10,0.000960207,0.30,0.93,36,10, 37454,
54,2/12/2009,10:24:15,0.00001157,102415.00,A,"51,351,442",N,"10,370,331",E,"020,1",37.2252,335.6,120209,01.0,W,A*18,7,269,101,269.00,280.32,0.28,0.09,0.00092796,0.26,0.95,37,10, 37455,
55,2/12/2009,10:24:16,0.00001157,102416.00,A,"51,351,495",N,"10,370,294",E,"020,6",38.1512,369.0,120209,01.0,W,A*17,6,269,101,269.00,290.92,0.29,0.14,0.001350642,0.21,0.97,38,11, 37456,
56,2/12/2009,10:24:17,0.00001157,102417.00,A,"51,351,549",N,"10,370,254",E,"021,2",39.2624,335.6,120209,01.0,W,A*10,6,269,101,269.00,301.82,0.30,0.18,0.001755598,0.17,0.98,39,11, 37457,
57,2/12/2009,10:24:18,0.00001157,102418.00,A,"51,351,604",N,"10,370,215",E,"021,6",40.0032,336.2,120209,01.0,W,A*13,7,269,100,269.00,312.94,0.31,0.21,0.002141691,0.15,1.00,40,11, 37458,
58,2/12/2009,10:24:19,0.00001157,102419.00,A,"51,351,660",N,"10,370,173",E,"022,1",40.9292,337.6,120209,01.0,W,A*12,7,269,101,269.05,324.31,0.32,0.29,0.002925266,0.21,1.02,41,11, 37459,
59,2/12/2009,10:24:20,0.00001157,102420.00,A,"51,351,717",N,"10,370,134",E,"022,2",41.1144,336.2,120209,01.0,W,A*1C,7,269,101,269.10,335.73,0.34,0.37,0.003692697,0.32,1.03,41,11, 37460,
60,2/12/2009,10:24:21,0.00001157,102421.00,A,"51,351,776",N,"10,370,096",E,"022,5",41.67,340.0,120209,01.0,W,A*17,7,269,100,269.14,347.30,0.35,0.44,0.004436591,0.22,1.05,42,12, 37461,
61,2/12/2009,10:24:22,0.00001157,102422.00,A,"51,351,836",N,"10,370,062",E,"022,8",42.2256,340.6,120209,01.0,W,A*1F,7,269,100,269.19,359.03,0.36,0.52,0.005153412,0.22,1.07,42,12, 37462,
62,2/12/2009,10:24:23,0.00001157,102423.00,A,"51,351,898",N,"10,370,031",E,"023,7",43.8924,344.6,120209,01.0,W,A*16,6,269,101,269.24,371.22,0.37,0.62,0.006222711,0.19,1.08,44,12, 37463,
63,2/12/2009,10:24:24,0.00001157,102424.00,A,"51,351,964",N,"10,370,003",E,"024,7",45.7444,380.4,120209,01.0,W,A*1F,6,269,101,269.33,383.93,0.38,0.69,0.006881975,0.18,1.10,46,13, 37464,
64,2/12/2009,10:24:25,0.00001157,102425.00,A,"51,352,032",N,"10,369,981",E,"024,2",44.8184,347.8,120209,01.0,W,A*1E,6,269,101,269.43,396.38,0.40,0.75,0.007519275,0.26,1.12,45,12, 37465,
65,2/12/2009,10:24:26,0.00001157,102426.00,A,"51,352,099",N,"10,369,963",E,"024,5",45.374,348.8,120209,01.0,W,A*18,7,269,101,269.52,408.98,0.41,0.81,0.008129196,0.23,1.13,45,13, 37466,
66,2/12/2009,10:24:27,0.00001157,102427.00,A,"51,352,169",N,"10,369,948",E,"025,2",46.6704,353.4,120209,01.0,W,A*1E,7,269,101,269.62,421.95,0.42,0.87,0.008718525,0.21,1.15,47,13, 37467,
67,2/12/2009,10:24:28,0.00001157,102428.00,A,"51,352,241",N,"10,369,938",E,"026,1",48.3372,355.4,120209,01.0,W,A*19,6,269,101,269.76,435.37,0.44,0.97,0.009664156,0.13,1.17,48,13, 37468,
68,2/12/2009,10:24:29,0.00001157,102429.00,A,"51,352,314",N,"10,369,931",E,"026,2",48.5224,357.4,120209,01.0,W,A*11,6,270,101,269.90,448.85,0.45,1.03,0.010253104,0.17,1.18,49,13, 37469,
69,2/12/2009,10:24:30,0.00001157,102430.00,A,"51,352,389",N,"10,369,930",E,"026,3",48.7076,000.2,120209,01.0,W,A*1A,6,270,101,270.05,462.38,0.46,1.08,0.010799297,0.21,1.20,49,14, 37470,
70,2/12/2009,10:24:31,0.00001157,102431.00,A,"51,352,464",N,"10,369,933",E,"026,8",49.6336,002.8,120209,01.0,W,A*1F,7,270,101,270.19,476.17,0.48,1.13,0.011338092,0.17,1.22,50,14, 37471,
71,2/12/2009,10:24:32,0.00001157,102432.00,A,"51,352,539",N,"10,369,937",E,"027,1",50.1892,001.2,120209,01.0,W,A*10,6,270,101,270.33,490.11,0.49,1.19,0.011897128,0.14,1.23,50,14, 37472,
72,2/12/2009,10:24:33,0.00001157,102433.00,A,"51,352,615",N,"10,369,945",E,"027,5",50.93,003.4,120209,01.0,W,A*19,6,270,101,270.52,504.26,0.50,1.21,0.012121286,0.08,1.25,51,14, 37473,
73,2/12/2009,10:24:34,0.00001157,102434.00,A,"51,352,693",N,"10,369,954",E,"027,9",51.6708,003.8,120209,01.0,W,A*10,7,271,101,270.71,518.61,0.52,1.24,0.012381395,0.10,1.27,52,14, 37474,
74,2/12/2009,10:24:35,0.00001157,102435.00,A,"51,352,771",N,"10,369,963",E,"028,1",52.0412,004.0,120209,01.0,W,A*10,7,271,101,270.90,533.07,0.53,1.23,0.012323481,-0.03,1.28,52,14, 37475,
75,2/12/2009,10:24:36,0.00001157,102436.00,A,"51,352,850",N,"10,369,974",E,"028,2",52.2264,005.2,120209,01.0,W,A*19,6,271,101,271.10,547.57,0.55,1.23,0.012327917,-0.08,1.30,52,15, 37476,
76,2/12/2009,10:24:37,0.00001157,102437.00,A,"51,352,929",N,"10,369,985",E,"028,1",52.0412,005.6,120209,01.0,W,A*1E,7,271,100,271.29,562.03,0.56,1.24,0.012394837,-0.18,1.32,52,14, 37477,
77,2/12/2009,10:24:38,0.00001157,102438.00,A,"51,353,008",N,"10,369,996",E,"028,7",53.1524,004.4,120209,01.0,W,A*1D,7,272,101,271.48,576.80,0.58,1.22,0.012205639,-0.40,1.33,53,15, 37478,
78,2/12/2009,10:24:39,0.00001157,102439.00,A,"51,353,086",N,"10,370,012",E,"027,9",51.6708,007.2,120209,01.0,W,A*13,6,272,101,271.67,591.15,0.59,1.21,0.012110589,-0.48,1.35,52,14, 37479,
79,2/12/2009,10:24:40,0.00001157,102440.00,A,"51,353,164",N,"10,370,029",E,"027,6",51.1152,009.0,120209,01.0,W,A*1B,7,272,101,271.81,605.35,0.61,1.18,0.01176607,-0.67,1.37,51,14, 37480,
80,2/12/2009,10:24:41,0.00001157,102441.00,A,"51,353,239",N,"10,370,047",E,"026,7",49.4484,008.2,120209,01.0,W,A*1A,7,272,101,271.95,619.08,0.62,1.15,0.011532787,-0.84,1.38,49,14, 37481,
81,2/12/2009,10:24:42,0.00001157,102442.00,A,"51,353,312",N,"10,370,061",E,"025,6",47.4112,007.4,120209,01.0,W,A*1E,8,272,100,272.10,632.25,0.63,1.14,0.01141744,-1.05,1.40,47,13, 37482,
82,2/12/2009,10:24:43,0.00001157,102443.00,A,"51,353,381",N,"10,370,074",E,"024,2",44.8184,007.4,120209,01.0,W,A*14,8,273,101,272.24,644.70,0.64,1.14,0.0114063,-1.26,1.42,45,12, 37483,
83,2/12/2009,10:24:44,0.00001157,102444.00,A,"51,353,445",N,"10,370,087",E,"022,4",41.4848,009.0,120209,01.0,W,A*1A,8,273,101,272.38,656.23,0.66,1.10,0.011019081,-1.25,1.43,41,12, 37484,
84,2/12/2009,10:24:45,0.00001157,102445.00,A,"51,353,503",N,"10,370,098",E,"020,2",37.4104,006.8,120209,01.0,W,A*15,8,273,101,272.48,666.62,0.67,1.10,0.011036996,-1.26,1.45,37,10, 37485,
85,2/12/2009,10:24:46,0.00001157,102446.00,A,"51,353,553",N,"10,370,108",E,"017,4",32.2248,006.4,120209,01.0,W,A*15,6,273,101,272.57,675.57,0.68,1.03,0.010272515,-0.89,1.47,32,9, 37486,
86,2/12/2009,10:24:47,0.00001157,102447.00,A,"51,353,595",N,"10,370,116",E,"014,4",26.6688,004.0,120209,01.0,W,A*14,7,273,100,272.67,682.98,0.68,0.92,0.009158831,-0.13,1.48,27,7, 37487,
87,2/12/2009,10:24:48,0.00001157,102448.00,A,"51,353,631",N,"10,370,115",E,"012,7",23.5204,352.0,120209,01.0,W,A*10,7,273,101,272.76,689.51,0.69,0.77,0.007743296,0.44,1.50,24,7, 37488,
88,2/12/2009,10:24:49,0.00001157,102449.00,A,"51,353,658",N,"10,370,097",E,"010,4",19.2608,330.8,120209,01.0,W,A*18,7,273,101,272.81,694.86,0.69,0.55,0.005473508,0.96,1.52,19,5, 37489,
89,2/12/2009,10:24:50,0.00001157,102450.00,A,"51,353,677",N,"10,370,064",E,"010,5",19.446,304.0,120209,01.0,W,A*1F,7,273,101,272.86,700.26,0.70,0.36,0.003641847,1.12,1.53,19,5, 37490,
90,2/12/2009,10:24:51,0.00001157,102451.00,A,"51,353,692",N,"10,370,014",E,"013,4",24.8168,296.2,120209,01.0,W,A*18,6,273,100,272.86,707.16,0.71,0.18,0.001763122,0.91,1.55,25,7, 37491,
91,2/12/2009,10:24:52,0.00001157,102452.00,A,"51,353,708",N,"10,369,951",E,"016,1",29.8172,325.8,120209,01.0,W,A*1A,7,273,101,272.86,715.44,0.72,0.00,0,0.81,1.57,30,8, 37492,
92,2/12/2009,10:24:53,0.00001157,102453.00,A,"51,353,727",N,"10,369,879",E,"017,9",33.1508,296.6,120209,01.0,W,A*13,6,273,101,272.86,724.65,0.72,-0.16,-0.001571544,0.63,1.58,33,9, 37493,
93,2/12/2009,10:24:54,0.00001157,102454.00,A,"51,353,752",N,"10,369,805",E,"019,2",35.5584,303.4,120209,01.0,W,A*17,6,273,101,272.81,734.52,0.73,-0.24,-0.002416811,0.55,1.60,36,10, 37494,
94,2/12/2009,10:24:55,0.00001157,102455.00,A,"51,353,786",N,"10,369,733",E,"020,5",37.966,312.0,120209,01.0,W,A*1C,7,273,100,272.76,745.07,0.75,-0.31,-0.003107655,0.60,1.62,38,11, 37495,
95,2/12/2009,10:24:56,0.00001157,102456.00,A,"51,353,828",N,"10,369,666",E,"022,4",41.4848,316.8,120209,01.0,W,A*1A,6,273,101,272.71,756.59,0.76,-0.33,-0.003310279,0.66,1.63,41,12, 37496,
96,2/12/2009,10:24:57,0.00001157,102457.00,A,"51,353,874",N,"10,369,599",E,"022,8",42.2256,317.6,120209,01.0,W,A*12,6,273,101,272.67,768.32,0.77,-0.31,-0.003114002,0.75,1.65,42,12, 37497,
97,2/12/2009,10:24:58,0.00001157,102458.00,A,"51,353,923",N,"10,369,531",E,"023,5",43.522,319.8,120209,01.0,W,A*10,7,273,101,272.62,780.41,0.78,-0.29,-0.002945545,0.86,1.67,44,12, 37498,
98,2/12/2009,10:24:59,0.00001157,102459.00,A,"51,353,973",N,"10,369,458",E,"025,2",46.6704,317.2,120209,01.0,W,A*1F,7,273,101,272.57,793.38,0.79,-0.24,-0.002448779,0.81,1.68,47,13, 37499,
99,2/12/2009,10:25:00,0.00001157,102500.00,A,"51,354,028",N,"10,369,379",E,"027,5",50.93,319.4,120209,01.0,W,A*1B,7,273,101,272.52,807.52,0.81,-0.20,-0.002002103,0.63,1.70,51,14, 37500,
100,2/12/2009,10:25:01,0.00001157,102501.00,A,"51,354,085",N,"10,369,295",E,"028,6",52.9672,316.8,120209,01.0,W,A*11,6,272,101,272.48,822.24,0.82,-0.13,-0.001280719,0.60,1.72,53,15, 37501,
101,2/12/2009,10:25:02,0.00001157,102502.00,A,"51,354,146",N,"10,369,206",E,"030,2",55.9304,316.8,120209,01.0,W,A*1B,7,272,101,272.48,837.77,0.84,-0.06,-0.000614839,0.50,1.73,56,16, 37502,
102,2/12/2009,10:25:03,0.00001157,102503.00,A,"51,354,208",N,"10,369,108",E,"031,5",58.338,316.0,120209,01.0,W,A*10,7,272,101,272.48,853.98,0.85,0.00,0,0.42,1.75,58,16, 37503,
103,2/12/2009,10:25:04,0.00001157,102504.00,A,"51,354,274",N,"10,369,011",E,"032,4",60.0048,319.6,120209,01.0,W,A*1E,6,272,101,272.48,870.65,0.87,0.06,0.000573685,0.32,1.77,60,17, 37504,
104,2/12/2009,10:25:05,0.00001157,102505.00,A,"51,354,344",N,"10,368,914",E,"033,3",61.6716,317.2,120209,01.0,W,A*1C,6,272,101,272.48,887.78,0.89,0.14,0.001396138,0.27,1.78,62,17, 37505,
105,2/12/2009,10:25:06,0.00001157,102506.00,A,"51,354,416",N,"10,368,816",E,"034,1",63.1532,316.8,120209,01.0,W,A*12,8,272,101,272.52,905.32,0.91,0.22,0.002176693,0.28,1.80,63,18, 37506,
106,2/12/2009,10:25:07,0.00001157,102507.00,A,"51,354,489",N,"10,368,715",E,"034,8",64.4496,317.2,120209,01.0,W,A*1B,6,272,100,272.57,923.22,0.92,0.29,0.002923346,0.32,1.82,64,18, 37507,
107,2/12/2009,10:25:08,0.00001157,102508.00,A,"51,354,565",N,"10,368,613",E,"034,9",64.6348,319.8,120209,01.0,W,A*15,7,272,100,272.62,941.18,0.94,0.39,0.00390015,0.44,1.83,65,18, 37508,
108,2/12/2009,10:25:09,0.00001157,102509.00,A,"51,354,637",N,"10,368,504",E,"035,4",65.5608,317.2,120209,01.0,W,A*1D,8,272,101,272.67,959.39,0.96,0.48,0.004846246,0.49,1.85,66,18, 37509,
109,2/12/2009,10:25:10,0.00001157,102510.00,A,"51,354,714",N,"10,368,398",E,"036,3",67.2276,317.0,120209,01.0,W,A*10,7,272,101,272.76,978.06,0.98,0.58,0.005772638,0.39,1.87,67,19, 37510,
110,2/12/2009,10:25:11,0.00001157,102511.00,A,"51,354,792",N,"10,368,288",E,"037,3",69.0796,317.4,120209,01.0,W,A*1A,7,272,101,272.86,997.25,1.00,0.64,0.006426252,0.24,1.88,69,19, 37511,
111,2/12/2009,10:25:12,0.00001157,102512.00,A,"51,354,871",N,"10,368,175",E,"038,3",70.9316,317.4,120209,01.0,W,A*15,6,273,101,273.00,1016.95,1.02,0.71,0.0070901,0.19,1.90,71,20, 37512,
112,2/12/2009,10:25:13,0.00001157,102513.00,A,"51,354,952",N,"10,368,059",E,"039,2",72.5984,317.0,120209,01.0,W,A*1F,6,273,101,273.19,1037.12,1.04,0.80,0.007985746,-0.04,1.92,73,20, 37513,
113,2/12/2009,10:25:14,0.00001157,102514.00,A,"51,355,035",N,"10,367,942",E,"039,3",72.7836,316.8,120209,01.0,W,A*15,6,273,101,273.38,1057.34,1.06,0.89,0.008879385,-0.06,1.93,73,20, 37514,
114,2/12/2009,10:25:15,0.00001157,102515.00,A,"51,355,116",N,"10,367,825",E,"039,2",72.5984,319.4,120209,01.0,W,A*16,6,273,101,273.57,1077.50,1.08,0.98,0.009791031,-0.08,1.95,73,20, 37515,
